H_chr	H_start	H_end	Harbor	TE_chr	TE_start	TE_end	TE	score	TE_strand	TE_half	TE_middle_pos	TE_dis
chr1	238791763	238991763	harbor2	chr1	238838187	238838361	LTR/ERVL-MaLR	1004	-	87	238838274	46511
chr1	238791763	238991763	harbor2	chr1	238838392	238838545	LTR/ERVL-MaLR	1004	-	76	238838468	46705
chr1	238791763	238991763	harbor2	chr1	238841537	238841915	LTR/ERVL-MaLR	650	-	189	238841726	49963
chr1	238791763	238991763	harbor2	chr1	238880463	238880719	LTR/ERVL-MaLR	472	-	128	238880591	88828
chr1	85236785	85436785	harbor2	chr1	85247963	85248330	LTR/ERVL-MaLR	2278	-	184	85248147	11362
chr1	85236785	85436785	harbor2	chr1	85248331	85249900	LTR/ERVL-MaLR	11829	-	784	85249115	12330
chr1	85236785	85436785	harbor2	chr1	85249901	85250258	LTR/ERVL-MaLR	2057	-	178	85250079	13294
chr1	85236785	85436785	harbor2	chr1	85281233	85281606	LTR/ERVL-MaLR	1775	-	186	85281419	44634
chr1	85236785	85436785	harbor2	chr1	85281911	85281986	LTR/ERVL-MaLR	1775	-	38	85281949	45164
chr1	85236785	85436785	harbor2	chr1	85286131	85286457	LTR/ERVL-MaLR	1708	-	163	85286294	49509
chr1	85236785	85436785	harbor2	chr1	85303769	85304107	LTR/ERVL-MaLR	851	-	169	85303938	67153
chr1	83434866	83634866	harbor2	chr1	83461709	83462070	LTR/ERVL-MaLR	2099	-	180	83461889	27023
chr1	83434866	83634866	harbor2	chr1	83478618	83478992	LTR/ERVL-MaLR	1850	-	187	83478805	43939
chr1	83434866	83634866	harbor2	chr1	83479125	83479488	LTR/ERVL-MaLR	1892	-	182	83479307	44441
chr1	83434866	83634866	harbor2	chr1	83494522	83494877	LTR/ERVL-MaLR	1666	-	178	83494700	59834
chr1	83434866	83634866	harbor2	chr1	83510749	83511101	LTR/ERVL-MaLR	553	-	176	83510925	76059
chr1	83434866	83634866	harbor2	chr1	83514703	83514899	LTR/ERVL-MaLR	1089	-	98	83514801	79935
chr1	83434866	83634866	harbor2	chr1	83515087	83515262	LTR/ERVL-MaLR	983	-	88	83515175	80309
chr1	83434866	83634866	harbor2	chr1	83515941	83516159	LTR/ERVL-MaLR	489	-	109	83516050	81184
chr1	83434866	83634866	harbor2	chr1	83519710	83520164	LTR/ERVL-MaLR	1512	-	227	83519937	85071
chr1	83434866	83634866	harbor2	chr1	83520177	83520622	LTR/ERVL-MaLR	1494	-	222	83520399	85533
chr1	223639212	223839212	harbor2	chr1	223673335	223673691	LTR/ERVL-MaLR	2043	-	178	223673513	34301
chr1	223639212	223839212	harbor2	chr1	223675299	223675644	LTR/ERVL-MaLR	1221	-	172	223675471	36259
chr1	223639212	223839212	harbor2	chr1	223675946	223676287	LTR/ERVL-MaLR	2294	-	170	223676116	36904
chr1	223639212	223839212	harbor2	chr1	223678792	223679294	LTR/ERVL-MaLR	1719	-	251	223679043	39831
chr1	223639212	223839212	harbor2	chr1	223679906	223680145	LTR/ERVL-MaLR	560	-	120	223680026	40814
chr1	223639212	223839212	harbor2	chr1	223728131	223728631	LTR/ERVL-MaLR	978	-	250	223728381	89169
chr1	223639212	223839212	harbor2	chr1	223673692	223675295	LTR/ERVL-MaLR	10675	-	802	223674494	35282
chr1	181675233	181875233	harbor2	chr1	181682537	181682962	LTR/ERVL-MaLR	2743	-	212	181682749	7516
chr1	181675233	181875233	harbor2	chr1	181774394	181774671	LTR/ERVL-MaLR	765	-	138	181774532	99299
chr1	181675233	181875233	harbor2	chr1	181774850	181774963	LTR/ERVL-MaLR	449	-	56	181774906	99673
chr1	178027537	178227537	harbor2	chr1	178068855	178069402	LTR/ERVL-MaLR	1669	-	274	178069129	41592
chr1	178027537	178227537	harbor2	chr1	178073000	178073367	LTR/ERVL-MaLR	2207	-	184	178073184	45647
chr1	178027537	178227537	harbor2	chr1	178125375	178125533	LTR/ERVL-MaLR	990	-	79	178125454	97917
chr1	179174585	179374585	harbor2	chr1	179211946	179212295	LTR/ERVL-MaLR	1918	-	174	179212120	37535
chr1	179174585	179374585	harbor2	chr1	179234983	179235111	LTR/ERVL-MaLR	616	-	64	179235047	60462
chr1	179174585	179374585	harbor2	chr1	179258426	179258662	LTR/ERVL-MaLR	843	-	118	179258544	83959
chr1	179174585	179374585	harbor2	chr1	179267247	179267371	LTR/ERVL-MaLR	655	-	62	179267309	92724
chr1	179174585	179374585	harbor2	chr1	179267674	179267720	LTR/ERVL-MaLR	655	-	23	179267697	93112
chr1	179174585	179374585	harbor2	chr1	179269284	179269454	LTR/ERVL-MaLR	716	-	85	179269369	94784
chr1	179174585	179374585	harbor2	chr1	179269587	179269943	LTR/ERVL-MaLR	921	-	178	179269765	95180
chr1	237881455	238081455	harbor2	chr1	237896892	237897391	LTR/ERVL-MaLR	1501	-	250	237897142	15687
chr1	237881455	238081455	harbor2	chr1	237934091	237934271	LTR/ERVL-MaLR	2321	-	90	237934181	52726
chr1	237881455	238081455	harbor2	chr1	237934761	237934960	LTR/ERVL-MaLR	2321	-	100	237934861	53406
chr1	237881455	238081455	harbor2	chr1	237965696	237965991	LTR/ERVL-MaLR	416	-	148	237965844	84389
chr1	247524244	247724244	harbor2	chr1	247559621	247560007	LTR/ERVL-MaLR	2078	-	193	247559814	35570
chr1	247524244	247724244	harbor2	chr1	247577699	247577930	LTR/ERVL-MaLR	984	-	116	247577815	53571
chr1	213652921	213852921	harbor2	chr1	213693472	213694106	LTR/ERVL-MaLR	657	-	317	213693789	40868
chr1	213652921	213852921	harbor2	chr1	213694318	213694557	LTR/ERVL-MaLR	538	-	120	213694438	41517
chr1	213652921	213852921	harbor2	chr1	213723292	213723673	LTR/ERVL-MaLR	2062	-	190	213723482	70561
chr1	213652921	213852921	harbor2	chr1	213736135	213736665	LTR/ERVL-MaLR	1378	-	265	213736400	83479
chr1	107497052	107697052	harbor2	chr1	107550388	107550739	LTR/ERVL-MaLR	2348	-	176	107550564	53512
chr1	107497052	107697052	harbor2	chr1	107559720	107560108	LTR/ERVL-MaLR	1182	-	194	107559914	62862
chr1	113830100	114030100	harbor2	chr1	113890700	113890958	LTR/ERVL-MaLR	689	-	129	113890829	60729
chr1	248710745	248910745	harbor2	chr1	248749398	248749763	LTR/ERVL-MaLR	1483	-	182	248749580	38835
chr1	248710745	248910745	harbor2	chr1	248778528	248778825	LTR/ERVL-MaLR	1852	-	148	248778676	67931
chr1	248710745	248910745	harbor2	chr1	248778822	248779329	LTR/ERVL-MaLR	3493	-	254	248779076	68331
chr1	248710745	248910745	harbor2	chr1	248779331	248779685	LTR/ERVL-MaLR	1721	-	177	248779508	68763
chr1	248710745	248910745	harbor2	chr1	248786161	248786541	LTR/ERVL-MaLR	490	-	190	248786351	75606
chr1	248710745	248910745	harbor2	chr1	248801645	248801814	LTR/ERVL-MaLR	1096	-	84	248801729	90984
chr1	209361823	209561823	harbor2	chr1	209371288	209371704	LTR/ERVL-MaLR	1200	-	208	209371496	9673
chr1	209361823	209561823	harbor2	chr1	209393754	209394282	LTR/ERVL-MaLR	1321	-	264	209394018	32195
chr1	218223925	218423925	harbor2	chr1	218248840	218249199	LTR/ERVL-MaLR	1872	-	180	218249020	25095
chr1	218223925	218423925	harbor2	chr1	218267150	218267523	LTR/ERVL-MaLR	2061	-	186	218267336	43411
chr1	240507613	240707613	harbor2	chr1	240525427	240525497	LTR/ERVL-MaLR	2109	-	35	240525462	17849
chr1	240507613	240707613	harbor2	chr1	240525777	240526225	LTR/ERVL-MaLR	2109	-	224	240526001	18388
chr1	240507613	240707613	harbor2	chr1	240543252	240543607	LTR/ERVL-MaLR	2192	-	178	240543430	35817
chr1	240507613	240707613	harbor2	chr1	240603855	240604289	LTR/ERVL-MaLR	2027	-	217	240604072	96459
chr1	248280982	248480982	harbor2	chr1	248334328	248334664	LTR/ERVL-MaLR	1842	-	168	248334496	53514
chr1	248280982	248480982	harbor2	chr1	248352864	248353095	LTR/ERVL-MaLR	630	-	116	248352980	71998
chr1	23715438	23915438	harbor2	chr1	23719378	23719789	LTR/ERVL-MaLR	1873	-	206	23719584	4146
chr1	23715438	23915438	harbor2	chr1	23719906	23720011	LTR/ERVL-MaLR	1873	-	52	23719958	4520
chr1	23715438	23915438	harbor2	chr1	23768866	23769247	LTR/ERVL-MaLR	689	-	190	23769056	53618
chr1	57565137	57765137	harbor2	chr1	57572655	57573062	LTR/ERVL-MaLR	2347	-	204	57572859	7722
chr1	57565137	57765137	harbor2	chr1	57581862	57582139	LTR/ERVL-MaLR	1747	-	138	57582000	16863
chr1	57565137	57765137	harbor2	chr1	57582140	57582497	LTR/ERVL-MaLR	1881	-	178	57582318	17181
chr1	57565137	57765137	harbor2	chr1	57582498	57582596	LTR/ERVL-MaLR	1747	-	49	57582547	17410
chr1	57565137	57765137	harbor2	chr1	57590014	57590297	LTR/ERVL-MaLR	1514	-	142	57590156	25019
chr1	57565137	57765137	harbor2	chr1	57590631	57590735	LTR/ERVL-MaLR	1514	-	52	57590683	25546
chr1	57565137	57765137	harbor2	chr1	57592706	57593012	LTR/ERVL-MaLR	926	-	153	57592859	27722
chr1	57565137	57765137	harbor2	chr1	57610534	57610880	LTR/ERVL-MaLR	2038	-	173	57610707	45570
chr1	57565137	57765137	harbor2	chr1	57626566	57626927	LTR/ERVL-MaLR	1942	-	180	57626746	61609
chr1	57565137	57765137	harbor2	chr1	57662996	57663377	LTR/ERVL-MaLR	2258	-	190	57663186	98049
chr1	174449313	174649313	harbor2	chr1	174522599	174522993	LTR/ERVL-MaLR	2600	-	197	174522796	73483
chr1	170157294	170357294	harbor2	chr1	170201521	170201900	LTR/ERVL-MaLR	1418	-	190	170201711	44417
chr1	170157294	170357294	harbor2	chr1	170209299	170209808	LTR/ERVL-MaLR	777	-	254	170209553	52259
chr1	170157294	170357294	harbor2	chr1	170223972	170224332	LTR/ERVL-MaLR	2293	-	180	170224152	66858
chr1	239853196	240053196	harbor2	chr1	239934219	239934439	LTR/ERVL-MaLR	507	-	110	239934329	81133
chr1	239853196	240053196	harbor2	chr1	239942795	239943180	LTR/ERVL-MaLR	2455	-	192	239942987	89791
chr1	239853196	240053196	harbor2	chr1	239943181	239943482	LTR/ERVL-MaLR	1778	-	150	239943331	90135
chr1	239853196	240053196	harbor2	chr1	239946995	239947476	LTR/ERVL-MaLR	594	-	240	239947235	94039
chr1	239853196	240053196	harbor2	chr1	239947766	239947970	LTR/ERVL-MaLR	411	-	102	239947868	94672
