H_chr	H_start	H_end	Harbor	TE_chr	TE_start	TE_end	TE	score	TE_strand	TE_half	TE_middle_pos	TE_dis
chr1	96244610	96444610	harbor1	chr1	96254451	96254797	LTR/ERVL-MaLR	1907	+	173	96254624	10014
chr1	96244610	96444610	harbor1	chr1	96274460	96274837	LTR/ERVL-MaLR	1997	+	188	96274648	30038
chr1	96244610	96444610	harbor1	chr1	96274847	96276403	LTR/ERVL-MaLR	11323	+	778	96275625	31015
chr1	96244610	96444610	harbor1	chr1	96276404	96276763	LTR/ERVL-MaLR	1760	+	180	96276584	31974
chr1	96244610	96444610	harbor1	chr1	96319495	96319883	LTR/ERVL-MaLR	1863	+	194	96319689	75079
chr1	96244610	96444610	harbor1	chr1	96340447	96340852	LTR/ERVL-MaLR	1681	+	202	96340649	96039
chr1	96244610	96444610	harbor1	chr1	96255878	96256011	LTR/ERVL-MaLR	556	+	66	96255944	11334
chr1	193326713	193526713	harbor1	chr1	193356966	193357359	LTR/ERVL-MaLR	1038	+	196	193357162	30449
chr1	193326713	193526713	harbor1	chr1	193377298	193377424	LTR/ERVL-MaLR	890	+	63	193377361	50648
chr1	193326713	193526713	harbor1	chr1	193377487	193378779	LTR/ERVL-MaLR	8144	+	646	193378133	51420
chr1	193326713	193526713	harbor1	chr1	193378780	193379142	LTR/ERVL-MaLR	2258	+	181	193378961	52248
chr1	193326713	193526713	harbor1	chr1	193401210	193401793	LTR/ERVL-MaLR	1799	+	292	193401502	74789
chr1	193326713	193526713	harbor1	chr1	193404915	193405447	LTR/ERVL-MaLR	1863	+	266	193405181	78468
chr1	56532729	56732729	harbor1	chr1	56556130	56556338	LTR/ERVL-MaLR	878	+	104	56556234	23505
chr1	56532729	56732729	harbor1	chr1	56590105	56590218	LTR/ERVL-MaLR	1442	+	56	56590161	57432
chr1	56532729	56732729	harbor1	chr1	56590516	56590851	LTR/ERVL-MaLR	1442	+	168	56590684	57955
chr1	56532729	56732729	harbor1	chr1	56601758	56602115	LTR/ERVL-MaLR	2401	+	178	56601936	69207
chr1	56532729	56732729	harbor1	chr1	56622452	56622813	LTR/ERVL-MaLR	1977	+	180	56622632	89903
chr1	56532729	56732729	harbor1	chr1	56624371	56624493	LTR/ERVL-MaLR	7566	+	61	56624432	91703
chr1	56532729	56732729	harbor1	chr1	56624494	56624854	LTR/ERVL-MaLR	2082	+	180	56624674	91945
chr1	56532729	56732729	harbor1	chr1	56622815	56624073	LTR/ERVL-MaLR	7566	+	629	56623444	90715
chr1	2751372	2951372	harbor1	chr1	2795911	2796246	LTR/ERVL-MaLR	1031	+	168	2796079	44707
chr1	2751372	2951372	harbor1	chr1	2812479	2812914	LTR/ERVL-MaLR	1592	+	218	2812697	61325
chr1	2751372	2951372	harbor1	chr1	2832147	2832460	LTR/ERVL-MaLR	1215	+	156	2832303	80931
chr1	2751372	2951372	harbor1	chr1	2841740	2842100	LTR/ERVL-MaLR	1356	+	180	2841920	90548
chr1	38045254	38245254	harbor1	chr1	38077811	38078065	LTR/ERVL-MaLR	787	+	127	38077938	32684
chr1	38045254	38245254	harbor1	chr1	38078375	38078484	LTR/ERVL-MaLR	787	+	54	38078429	33175
chr1	61689580	61889580	harbor1	chr1	61689882	61690174	LTR/ERVL-MaLR	1298	+	146	61690028	448
chr1	61689580	61889580	harbor1	chr1	61705174	61705207	LTR/ERVL-MaLR	906	+	16	61705190	15610
chr1	61689580	61889580	harbor1	chr1	61705485	61705774	LTR/ERVL-MaLR	906	+	144	61705629	16049
chr1	102982162	103182162	harbor1	chr1	102983289	102983731	LTR/ERVL-MaLR	1160	+	221	102983510	1348
chr1	102982162	103182162	harbor1	chr1	102994217	102994620	LTR/ERVL-MaLR	2270	+	202	102994419	12257
chr1	102982162	103182162	harbor1	chr1	103039339	103039726	LTR/ERVL-MaLR	2066	+	194	103039533	57371
chr1	236259460	236459460	harbor1	chr1	236272990	236273436	LTR/ERVL-MaLR	1567	+	223	236273213	13753
chr1	236259460	236459460	harbor1	chr1	236276824	236277122	LTR/ERVL-MaLR	1448	+	149	236276973	17513
chr1	236259460	236459460	harbor1	chr1	236293555	236293898	LTR/ERVL-MaLR	1955	+	172	236293727	34267
