0	1	2	3	4	5	6	7	8	9	10	11
SRR12625674.10002315	157312461	16	157312548	83M67S	2048	157266062	67M83H	83	67	157312631	157266128
SRR12625674.10003792	1174193	16	1174250	91M59S	2048	10441836	58M92H	91	58	1174341	10441893
SRR12625674.10016368	3745433	16	3745493	100M50S	2048	10441824	51M99H	100	51	3745593	10441874
SRR12625674.10031946	139668364	16	139668416	113M37S	2048	139764171	37M113H	113	37	139668529	139764207
SRR12625674.10034418	151223904	16	151224006	85M65S	2048	151164818	67M83H	85	67	151224091	151164884
SRR12625674.10045583	157271631	16	157271712	78M72S	2048	157266061	72M78H	78	72	157271790	157266132
SRR12625674.10050034	10058125	16	10058245	66M84S	2048	10441810	19H65M66H	66	65	10058311	10441874
SRR12625674.1005130	157268797	16	157268843	98M52S	2048	157266073	53M97H	98	53	157268941	157266125
SRR12625674.10056333	157744103	16	157744133	113M37S	2048	157547760	39M111H	113	39	157744246	157547798
SRR12625674.10060745	132096094	0	132874064	83M67S	2064	132096219	67M83H	83	67	132874147	132096285
SRR12625674.10067179	1525904	0	1523909	80M70S	2064	1526004	70M80H	80	70	1523989	1526073
SRR12625674.10073471	159550506	0	157266036	88M62S	2064	159550600	62M88H	88	62	157266124	159550661
SRR12625674.10078929	157246553	16	157246576	99M51S	2048	157266076	53M97H	99	53	157246675	157266128
SRR12625674.1007975	73450696	0	73451395	102M48S	2064	73450806	48M102H	102	48	73451497	73450853
SRR12625674.10085629	14701965	0	157266052	78M72S	2064	14702050	72M78H	78	72	157266130	14702121
SRR12625674.10086790	10530985	16	10531007	110M40S	2048	10441835	40M110H	110	40	10531117	10441874
SRR12625674.10089507	176592376	16	176592457	84M66S	2048	10441830	63M87H	84	63	176592541	10441892
SRR12625674.10098860	79235870	16	79235933	79M71S	2048	79237594	23H48M79H	79	48	79236012	79237641
SRR12625674.10104578	155826484	0	157266055	74M76S	2064	155826589	57M93H	74	57	157266129	155826645
SRR12625674.10110221	16425004	16	16425052	95M55S	272	81953340	51M99H	95	51	16425147	81953390
SRR12625674.10113618	1522242	0	10441834	79M71S	2064	1522352	71M79H	79	71	10441913	1522422
SRR12625674.101195	177499130	16	177499185	94M56S	2048	177455357	57M93H	94	57	177499279	177455413
SRR12625674.1013015	75236841	16	75236871	111M39S	2048	87101576	41M109H	111	41	75236982	87101616
SRR12625674.10134112	157267151	0	157266052	3S73M74S	2064	157267255	57M93H	73	57	157266125	157267311
SRR12625674.10136877	9752217	16	9752241	100M50S	2048	1523923	50M100H	100	50	9752341	1523972
SRR12625674.10146123	9214115	16	9214159	112M38S	2048	9212262	40M110H	112	40	9214271	9212301
SRR12625674.10152321	10442336	0	10441805	70M80S	2064	10442448	56M94H	70	56	10441875	10442503
SRR12625674.10154826	10442244	16	10442299	76M74S	2048	10441801	74M76H	76	74	10442375	10441874
SRR12625674.10154951	160802199	16	160802286	77M73S	2048	157266052	74M76H	77	74	160802363	157266125
SRR12625674.10161400	10222037	0	10441836	78M72S	2064	10222113	72M78H	78	72	10441914	10222184
SRR12625674.10164420	1576001	0	1523924	78M72S	2064	1576109	73M77H	78	73	1524002	1576181
SRR12625674.10175321	6448870	16	6448904	117M33S	2048	6449253	33M117H	117	33	6449021	6449285
SRR12625674.10179533	52799935	16	52799949	109M41S	2048	53731586	41M109H	109	41	52800058	53731626
SRR12625674.10192962	177455321	16	177455372	105M45S	2048	177496894	46M104H	105	46	177455477	177496939
SRR12625674.10198006	181055000	16	181055086	73M77S	2048	163437679	22M128H	73	22	181055159	163437700
SRR12625674.10217368	126777645	16	126777723	113M37S	2048	149047662	39M111H	113	39	126777836	149047700
SRR12625674.10218062	10322376	16	10322430	103M47S	2048	10441836	47M103H	103	47	10322533	10441882
SRR12625674.10220075	111561073	16	111561133	117M33S	2048	75043282	36M114H	117	36	111561250	75043317
SRR12625674.10222695	126777273	16	126777316	101M49S	2048	126777784	51M99H	101	51	126777417	126777834
SRR12625674.10228400	1205696	16	1205753	99M51S	2048	1523921	51M99H	99	51	1205852	1523971
SRR12625674.10231112	10441672	16	10441790	104M46S	2048	161667404	16H25M109H	104	25	10441894	161667428
SRR12625674.10235939	1523863	16	1523884	110M40S	2048	1165003	40M110H	110	40	1523994	1165042
SRR12625674.10237924	157266587	0	157266036	88M62S	2064	157266715	64M86H	88	64	157266124	157266778
SRR12625674.10247999	75342643	16	75342694	97M53S	2048	75236919	54M96H	97	54	75342791	75236972
SRR12625674.10249260	10295470	16	10295508	109M41S	2048	10441834	41M109H	109	41	10295617	10441874
SRR12625674.10255683	139668448	16	139668474	112M38S	2048	138352813	38M112H	112	38	139668586	138352850
SRR12625674.10257059	10761061	16	10761116	119M31S	2048	10788350	31M119H	119	31	10761235	10788380
SRR12625674.10266106	177455304	16	177455341	113M37S	2048	177401938	39M111H	113	39	177455454	177401976
SRR12625674.10269139	126775965	16	126776005	96M54S	2048	126777759	54M96H	96	54	126776101	126777812
SRR12625674.10270445	157266030	16	157266091	110M40S	2048	157265494	26M124H	110	26	157266201	157265519
SRR12625674.10275870	10441030	0	10441836	94M56S	2064	10441105	56M94H	94	56	10441930	10441160
