0	1	2	3	4	5	6	7	8	9	10	11
SRR12625672.10000639	21474714	16	21474791	83M67S	2048	21878639	67M83H	83	67	21474874	21878705
SRR12625672.10001811	56312518	16	56312592	119M31S	2048	49851299	31M119H	119	31	56312711	49851329
SRR12625672.10001998	21480603	16	21480678	83M67S	2048	19776518	68M82H	83	68	21480761	19776585
SRR12625672.10002589	5624939	16	5625023	94M56S	2048	5622817	57M93H	94	57	5625117	5622873
SRR12625672.10003755	13952498	16	13952573	111M39S	2048	12752661	39M111H	111	39	13952684	12752699
SRR12625672.10003795	38862662	0	5622787	85M65S	2064	38862743	65M85H	85	65	5622872	38862807
SRR12625672.10008129	58428399	0	49851224	108M42S	2064	58428501	45M105H	108	45	49851332	58428545
SRR12625672.10008449	57548770	16	57548816	121M29S	2048	19776525	30M120H	121	30	57548937	19776554
SRR12625672.10012930	2456794	16	2456832	101M49S	2048	2445413	49M101H	101	49	2456933	2445461
SRR12625672.10014285	5718037	16	5718104	57M93S	2064	5622821	55H48M47H	57	48	5718161	5622868
SRR12625672.10019345	4063585	16	4063618	99M51S	2048	4065909	52M98H	99	52	4063717	4065960
SRR12625672.10019943	13089164	16	13089229	76M74S	2048	13038681	47M103H	76	47	13089305	13038727
SRR12625672.10021078	49850092	16	49850144	106M44S	2048	49851286	44M106H	106	44	49850250	49851329
SRR12625672.10022039	14073590	0	14117748	100M50S	2064	14073705	50M100H	100	50	14117848	14073754
SRR12625672.1002555	1535076	16	1535151	63M87S	2048	5622819	39H48M63H	63	48	1535214	5622866
SRR12625672.10027569	10086089	0	10082948	111M39S	2064	10086189	39M111H	111	39	10083059	10086227
SRR12625672.10029110	49851207	16	49851233	97M53S	2048	49888137	53M97H	97	53	49851330	49888189
SRR12625672.10032889	1250821	0	1250784	111M39S	256	4078265	113H22M15H	111	22	1250895	4078286
SRR12625672.10033936	45792455	16	45792533	92M58S	2048	45691971	58M92H	92	58	45792625	45692028
SRR12625672.1003565	511364	16	511426	95M55S	2048	913087	55M95H	95	55	511521	913141
SRR12625672.10038755	18436273	16	18436304	103M47S	2048	18437402	14H34M102H	103	34	18436407	18437435
SRR12625672.10039902	52431496	16	52431595	64M86S	272	52402136	2H32M116H	64	32	52431659	52402167
SRR12625672.10040152	17754349	16	17754380	102M48S	2048	18193128	15H33M102H	102	33	17754482	18193160
SRR12625672.10040804	35268079	0	33098294	106M44S	2064	35268161	46M104H	106	46	33098400	35268206
SRR12625672.10041931	13038952	16	13039031	95M55S	2048	13038673	57M93H	95	57	13039126	13038729
SRR12625672.10048975	49574882	16	49574922	109M41S	2048	49851288	43M107H	109	43	49575031	49851330
SRR12625672.10049131	4693738	16	4693756	112M38S	2048	4065922	38M112H	112	38	4693868	4065959
SRR12625672.10050509	5635416	0	5622787	81M69S	2064	5635529	72M78H	81	72	5622868	5635600
SRR12625672.10050743	5621231	16	5621298	86M64S	2048	5622805	66M84H	86	66	5621384	5622870
SRR12625672.10053557	49851111	16	49851262	92M58S	2048	49860216	58M92H	92	58	49851354	49860273
SRR12625672.10053976	2456725	16	2456793	108M42S	2048	2745835	44M106H	108	44	2456901	2745878
SRR12625672.10054730	14205618	272	9748556	46H57M47H	2064	14205715	44M106H	57	44	9748613	14205758
SRR12625672.10056274	7515770	16	7515831	78M72S	2048	19776528	72M78H	78	72	7515909	19776599
SRR12625672.10058148	19778708	16	19778740	90M60S	2048	19776526	60M90H	90	60	19778830	19776585
SRR12625672.10058363	417235	0	417906	91M59S	2064	417312	59M91H	91	59	417997	417370
SRR12625672.10060664	912997	256	20826786	48H55M47H	2064	913183	34M116H	55	34	20826841	913216
SRR12625672.10061855	45228271	0	45228731	89M61S	2064	45228342	64M86H	89	64	45228820	45228405
SRR12625672.10062875	10719939	16	10719985	82M68S	2048	10718397	68M82H	82	68	10720067	10718464
SRR12625672.1006374	3626855	16	3626949	78M72S	2048	5622806	11H65M74H	78	65	3627027	5622870
SRR12625672.10070514	10086118	16	10086156	95M55S	2064	10093000	95H38M17H	95	38	10086251	10093037
SRR12625672.10072146	19774711	16	19774781	91M59S	2048	19776511	60M90H	91	60	19774872	19776570
SRR12625672.10072714	49777335	16	49777380	84M66S	2048	49851288	66M84H	84	66	49777464	49851353
SRR12625672.10075752	56121060	0	56121040	18S46M86S	2064	6137204	60H22M68H	46	22	56121086	6137225
SRR12625672.10084327	38565083	16	38565177	87M63S	2048	38288054	16H48M86H	87	48	38565264	38288101
SRR12625672.10086793	56120034	16	56120101	113M37S	2048	56120967	38M112H	113	38	56120214	56121004
SRR12625672.10091452	40891717	16	39846440	62S80M8S	2064	40891810	66M84H	80	66	39846520	40891875
SRR12625672.10093610	4723597	16	4723608	111M39S	2048	2342829	41M109H	111	41	4723719	2342869
SRR12625672.10095349	10718178	16	10718226	103M47S	2048	10717849	47M103H	103	47	10718329	10717895
SRR12625672.1009630	57043071	16	57043139	109M41S	2048	19776514	41M109H	109	41	57043248	19776554
SRR12625672.10096492	9581151	0	19776502	37S84M29S	2064	9581294	30M120H	84	30	19776586	9581323
SRR12625672.1009696	5690159	16	5690193	106M44S	2048	5622822	45M105H	106	45	5690299	5622866
SRR12625672.10098807	1298620	16	1298697	116M34S	2048	1355029	36M114H	116	36	1298813	1355064
SRR12625672.10099403	45792290	16	45792439	100M50S	2048	45784964	50M100H	100	50	45792539	45785013
SRR12625672.10100944	1451431	16	1451444	97M53S	2048	1450266	53M97H	97	53	1451541	1450318
SRR12625672.10102945	55653931	16	55653951	112M38S	2048	55643575	39M111H	112	39	55654063	55643613
SRR12625672.10107441	49824726	16	49824766	109M41S	2048	49851288	42M108H	109	42	49824875	49851329
SRR12625672.10109477	38563730	16	38563798	92M58S	2048	38565094	59M91H	92	59	38563890	38565152
SRR12625672.10109949	45792789	16	45792800	104M46S	2048	45787261	46M104H	104	46	45792904	45787306
SRR12625672.10110955	5628289	0	5622801	69M81S	2048	5627882	93H53M4H	69	53	5622870	5627934
SRR12625672.1011380	4550038	0	7198154	79M71S	2064	4550122	72M78H	79	72	7198233	4550193
SRR12625672.10113984	10785007	16	10785092	103M47S	2048	10718397	49M101H	103	49	10785195	10718445
SRR12625672.10116116	17747379	16	17747445	87M63S	2048	17747846	63M87H	87	63	17747532	17747908
SRR12625672.10117294	44866440	16	44866458	110M40S	2048	46299166	41M109H	110	41	44866568	46299206
SRR12625672.10117985	10718352	0	10719744	86M64S	2064	10718427	65M85H	86	65	10719830	10718491
SRR12625672.10122042	5633791	16	5633848	84M66S	2048	5622801	66M84H	84	66	5633932	5622866
SRR12625672.10123157	49362096	16	49362141	94M56S	256	39095021	13H27M110H	94	27	49362235	39095047
SRR12625672.10123845	10764444	0	10718349	96M54S	2064	10764541	54M96H	96	54	10718445	10764594
SRR12625672.101242	9326962	16	9327018	81M69S	2048	5622801	69M81H	81	69	9327099	5622869
SRR12625672.10124421	10722243	16	10722323	66M84S	2048	10718384	60M90H	66	60	10722389	10718443
SRR12625672.1012536	11293996	16	11294056	98M52S	2048	51719649	26H24M100H	98	24	11294154	51719672
SRR12625672.10125652	10718294	16	10718324	111M39S	2048	10717482	39M111H	111	39	10718435	10717520
SRR12625672.10126733	3385218	16	3385236	100M50S	2048	3387957	50M100H	100	50	3385336	3388006
SRR12625672.10126842	10086084	16	10086096	112M38S	2048	10197679	39M111H	112	39	10086208	10197717
SRR12625672.10128552	1450256	0	1416669	82M68S	2064	1450311	68M82H	82	68	1416751	1450378
SRR12625672.10130766	5621439	16	5621507	89M61S	2048	5622806	61M89H	89	61	5621596	5622866
SRR12625672.1013649	5720468	16	5720498	89M61S	2048	5622808	61M89H	89	61	5720587	5622868
SRR12625672.10137221	1272130	16	1272168	99M51S	2048	1592342	51M99H	99	51	1272267	1592392
SRR12625672.10138724	5684512	16	5684600	87M63S	2048	5680494	63M87H	87	63	5684687	5680556
SRR12625672.10139408	2230091	0	2229387	96M54S	2064	2230220	55M95H	96	55	2229483	2230274
SRR12625672.10139815	888272	16	888326	92M58S	2048	913084	59M91H	92	59	888418	913142
SRR12625672.10140601	45792470	0	2496960	76M74S	2064	45792539	74M76H	76	74	2497036	45792612
SRR12625672.10141508	43627156	16	43627274	106M44S	2048	19776511	44M106H	106	44	43627380	19776554
SRR12625672.10143298	14117745	16	14117745	7S115M28S	2048	14117001	28M122H	115	28	14117860	14117028
SRR12625672.10144524	5622810	16	5622905	96M54S	2048	10194942	56M94H	96	56	5623001	10194997
SRR12625672.10150566	17721840	16	17721902	77M73S	2048	17766797	53M97H	77	53	17721979	17766849
SRR12625672.10158539	13948525	16	13948582	108M42S	2048	13038679	44M106H	108	44	13948690	13038722
SRR12625672.10161991	10335123	16	10335173	89M61S	2048	10339094	61M89H	89	61	10335262	10339154
SRR12625672.10163686	55086635	0	55086607	36M114S	2064	15308142	96H23M31H	36	23	55086643	15308164
SRR12625672.10163801	45792442	16	45792558	84M66S	2048	45863195	13H53M84H	84	53	45792642	45863247
SRR12625672.10166001	58544436	16	58544530	94M56S	2048	58549695	56M94H	94	56	58544624	58549750
SRR12625672.10166522	13058942	16	13059035	98M52S	2048	13038662	53M97H	98	53	13059133	13038714
SRR12625672.10167347	7916533	256	13200071	7H42M101H	2064	7916675	37M113H	42	37	13200113	7916711
SRR12625672.10168367	10086079	16	10086098	115M35S	256	27274353	24M126H	115	24	10086213	27274376
SRR12625672.10168642	793567	16	793614	97M53S	2048	913088	53M97H	97	53	793711	913140
SRR12625672.1017046	1194559	16	1194668	54M96S	2064	34663542	53H36M61H	54	36	1194722	34663577
SRR12625672.10171939	49851093	16	49851280	106M44S	2048	49496189	45M105H	106	45	49851386	49496233
SRR12625672.10172125	19777056	16	19777086	120M30S	2048	19776525	30M120H	120	30	19777206	19776554
SRR12625672.10173545	49851179	16	49851216	116M34S	2048	18805314	36M114H	116	36	49851332	18805349
SRR12625672.10174570	1355020	16	1355068	82M68S	2048	10116892	68M82H	82	68	1355150	10116959
SRR12625672.10178054	10718340	16	10718411	93M57S	2048	10965284	57M93H	93	57	10718504	10965340
SRR12625672.10179196	47229188	0	47228133	114M36S	2064	47229273	39M111H	114	39	47228247	47229311
SRR12625672.10179637	4065913	16	4065986	101M49S	2048	4064570	31M119H	101	31	4066087	4064600
SRR12625672.1018522	5719457	0	5622798	77M73S	2064	5719519	73M77H	77	73	5622875	5719591
SRR12625672.1018620	56327539	0	19776523	81M69S	2064	56327632	69M81H	81	69	19776604	56327700
SRR12625672.10186971	37218354	16	37218431	117M33S	2048	19776521	34M116H	117	34	37218548	19776554
SRR12625672.10187557	10748236	16	10748319	85M65S	2048	10718368	66M84H	85	66	10748404	10718433
SRR12625672.10192041	1040856	0	1194609	93M57S	2064	1040915	57M93H	93	57	1194702	1040971
