0	1	2	3	4	5	6	7	8	9	10	11
SRR12625672.10004806	1744579	16	1744669	66M84S	2048	1706112	37H47M66H	66	47	1744735	1706158
SRR12625672.10005956	173879	0	176656	104M46S	2064	174058	46M104H	104	46	176760	174103
SRR12625672.10006889	172717	16	172766	79M71S	272	176570	79M71H	79	79	172845	176648
SRR12625672.10008547	172722	16	173217	92S55M3S	272	177021	92H55M3H	55	55	173272	177075
SRR12625672.10010749	67164329	0	67162946	86M64S	2064	67164429	64M86H	86	64	67163032	67164492
SRR12625672.10014045	67917873	16	67917962	71M79S	2064	67935833	70H71M9H	71	71	67918033	67935903
SRR12625672.10017951	67078403	16	67078420	108M42S	2048	67109820	44M106H	108	44	67078528	67109863
SRR12625672.10019677	49857274	16	49857327	83M67S	256	29940250	26H25M99H	83	25	49857410	29940274
SRR12625672.10026444	172626	16	172800	65M85S	272	176604	65M85H	65	65	172865	176668
SRR12625672.10027355	172717	16	176562	107M43S	272	172758	107M43H	107	107	176669	172864
SRR12625672.10027753	172692	16	176593	86M64S	272	172789	81M69H	86	81	176679	172869
SRR12625672.1002919	4183936	16	4183993	85M65S	272	19902410	85H26M39H	85	26	4184078	19902435
SRR12625672.10029663	4179731	16	4179780	74M76S	2064	4184015	71H63M16H	74	63	4179854	4184077
SRR12625672.10030241	175662	16	175708	109M41S	2048	176654	43M107H	109	43	175817	176696
SRR12625672.10031017	28845600	0	31142513	90M60S	2064	28845662	61M89H	90	61	31142603	28845722
SRR12625672.1003199	172626	16	176604	65M85S	272	172800	65M85H	65	65	176669	172864
SRR12625672.10032526	176656	0	172889	113M37S	256	176693	113M37H	113	113	173002	176805
SRR12625672.10032723	176656	0	176693	113M37S	256	172889	113M37H	113	113	176806	173001
SRR12625672.10032913	172717	16	176544	113M37S	272	172740	113M37H	113	113	176657	172852
SRR12625672.10035075	172698	0	176521	114M36S	256	172717	114M36H	114	114	176635	172830
SRR12625672.10038055	2489800	16	2489877	79M71S	2048	2475091	17H54M79H	79	54	2489956	2475144
SRR12625672.10042799	66963126	16	66963189	95M55S	2048	67109816	55M95H	95	55	66963284	67109870
SRR12625672.10044874	172676	16	176536	108M42S	272	172732	108M42H	108	108	176644	172839
SRR12625672.10046213	49857274	16	49857299	101M49S	2048	51236594	50M100H	101	50	49857400	51236643
SRR12625672.10047749	172711	16	176537	116M34S	272	172733	116M34H	116	116	176653	172848
SRR12625672.10048081	70694904	16	70694958	77M73S	2048	67109807	74M76H	77	74	70695035	67109880
