0	1	2	3	4	5	6	7	8	9	10	11
SRR12625674.10002061	130229074	16	130229122	97M53S	2048	130228531	55M95H	97	55	130229219	130228585
SRR12625674.10004317	219178139	16	219178193	30S85M35S	272	222866745	5H25M120H	85	25	219178278	222866769
SRR12625674.10008417	174341986	16	174342027	79M71S	2048	174341639	59M91H	79	59	174342106	174341697
SRR12625674.10014363	219178840	16	219178895	96M54S	2048	219178223	54M96H	96	54	219178991	219178276
SRR12625674.10018429	28392941	16	28393073	93M57S	2048	28280551	58M92H	93	58	28393166	28280608
SRR12625674.10019914	219178194	16	219178308	46M104S	2064	12657394	122H22M6H	46	22	219178354	12657415
SRR12625674.10021285	676570	16	676699	102M48S	2048	1888533	18H30M102H	102	30	676801	1888562
SRR12625674.1002309	131425420	0	131426194	108M42S	2064	131425503	42M108H	108	42	131426302	131425544
SRR12625674.10027413	240435437	0	240435464	87M63S	2064	232247616	47H22M81H	87	22	240435551	232247637
SRR12625674.10028336	97995422	0	97995922	76M74S	2064	97995535	74M76H	76	74	97995998	97995608
SRR12625674.10031687	191014062	16	191014105	108M42S	2048	190999868	26M124H	108	26	191014213	190999893
SRR12625674.10034619	113761902	16	113761953	77M73S	272	106076091	13H45M92H	77	45	113762030	106076135
SRR12625674.10035992	1027064	16	1027090	94M56S	2048	1023670	58M92H	94	58	1027184	1023727
SRR12625674.10036600	219178194	16	219178250	105M45S	2048	219178785	45M105H	105	45	219178355	219178829
SRR12625674.10040465	219178886	16	219178970	98M52S	2048	219178232	52M98H	98	52	219179068	219178283
SRR12625674.1004260	112055626	0	112056258	90M60S	2064	112055700	60M90H	90	60	112056348	112055759
SRR12625674.10042633	28392965	16	28393054	95M55S	2048	148660094	28H27M95H	95	27	28393149	148660120
SRR12625674.10043375	43172105	16	43172163	91M59S	2048	42169309	59M91H	91	59	43172254	42169367
SRR12625674.10051073	2601880	16	2601950	73M77S	2064	179957463	98H28M24H	73	28	2602023	179957490
SRR12625674.10051740	219178194	16	219178234	81M69S	2048	219113699	52M98H	81	52	219178315	219113750
SRR12625674.10053665	152717771	16	152717832	98M52S	2048	152535672	52M98H	98	52	152717930	152535723
SRR12625674.10055017	10448624	16	10448641	114M36S	2048	10452540	37M113H	114	37	10448755	10452576
SRR12625674.100640	42169223	16	42169299	83M67S	2048	42125884	67M83H	83	67	42169382	42125950
SRR12625674.1006650	105413807	16	105413904	65M85S	256	10540026	108H33M9H	65	33	105413969	10540058
SRR12625674.10068445	137081383	16	42169306	54S69M27S	2064	137081458	57M93H	69	57	42169375	137081514
SRR12625674.10077354	27050116	16	27050128	114M36S	2048	27112812	38M112H	114	38	27050242	27112849
SRR12625674.10078284	47176658	16	47176712	118M32S	2048	47175870	32M118H	118	32	47176830	47175901
SRR12625674.10079987	42169821	16	42169915	76M74S	2064	42169311	75H57M18H	76	57	42169991	42169367
SRR12625674.1008651	47495578	16	47495658	86M64S	2048	42169311	64M86H	86	64	47495744	42169374
SRR12625674.10104426	28392943	16	28393045	101M49S	2048	28395706	49M101H	101	49	28393146	28395754
SRR12625674.10106909	43155436	16	43155484	81M69S	2048	42169326	20H49M81H	81	49	43155565	42169374
SRR12625674.10109790	219178135	16	219178195	17S83M50S	2048	219179836	36M114H	83	36	219178278	219179871
SRR12625674.10110426	73097602	16	73097601	10S115M25S	2048	73110432	25M125H	115	25	73097716	73110456
SRR12625674.10113440	219243265	0	219178193	90M60S	2064	219243391	60M90H	90	60	219178283	219243450
SRR12625674.10115167	105060199	16	105060239	108M42S	256	62961986	47H55M48H	108	55	105060347	62962040
SRR12625674.10129593	219178234	0	80788227	81M69S	2064	219178284	70M80H	81	70	80788308	219178353
