SRR12625672.10001603	9899318	16	9899368	102M48S	2048	9898163	48M102H
SRR12625672.10001669	89902327	16	89902516	97M53S	2048	89995721	55M95H
SRR12625672.10003303	23518790	16	23518826	100M50S	2048	23528797	52M98H
SRR12625672.10017874	23531042	16	23531190	111M39S	2048	23528796	39M111H
SRR12625672.10027168	38268679	16	38268679	3S114M33S	2048	38269141	3H31M116H
SRR12625672.10030758	101190599	16	101190685	89M61S	2064	101205652	87H52M11H
SRR12625672.10031899	23514365	16	23514409	100M50S	2048	23528783	53M97H
SRR12625672.10038018	12436291	2064	12436379	53M97H	256	103545767	35M115H
SRR12625672.10040000	30810639	16	30810683	93M57S	2048	30812260	57M93H
SRR12625672.10045544	23510805	16	23510892	106M44S	2048	23528767	45M105H
SRR12625672.10045975	33754696	16	141837517	59M91S	272	33754813	59M91H
SRR12625672.10049285	23501265	16	23501301	100M50S	2048	23528797	51M99H
SRR12625672.10051901	23490906	16	23490930	110M40S	2048	23528811	19H22M109H
SRR12625672.10052703	8670321	16	8670359	111M39S	2048	8893631	39M111H
SRR12625672.10053915	23480998	16	23481056	113M37S	2048	23528812	37M113H
SRR12625672.1005771	30185434	16	30185491	85M65S	2048	30083253	65M85H
SRR12625672.10059191	38269008	16	38269063	108M42S	2048	38271405	43M107H
SRR12625672.10070412	23493974	16	23494080	84M66S	2048	23528782	16H51M83H
SRR12625672.10073278	23528805	16	23528811	5S116M29S	2048	98654887	32M118H
SRR12625672.10074612	113897293	16	113897420	36M114S	2048	21789030	46H22M82H
SRR12625672.10077819	18118774	0	23528756	77M73S	2064	18118848	75M75H
SRR12625672.10078585	23493666	0	23528759	78M72S	2064	23493747	74M76H
SRR12625672.10081287	24410187	16	24410454	51M99S	256	138223835	96H28M26H
SRR12625672.10086271	23497721	0	23528756	77M73S	2064	23497773	73M77H
SRR12625672.10090279	23593508	16	23593572	92M58S	2048	23528791	61M89H
SRR12625672.10093118	38268616	16	38268697	92M58S	2048	38269141	58M92H
SRR12625672.10098718	101215284	16	101215377	102M48S	2048	101205653	48M102H
