SRR12625672.10000404	142012174	0	133611180	114M36S	2064	142012269	37M113H
SRR12625672.1000668	10439795	16	10439922	111M39S	2048	10441836	39M111H
SRR12625672.10006866	176537738	16	176537778	111M39S	2048	176537387	39M111H
SRR12625672.10006875	139658292	16	139658361	97M53S	2048	139661146	53M97H
SRR12625672.10006915	135930425	16	135930471	82M68S	2048	135927654	68M82H
SRR12625672.10015402	10760997	16	10761058	107M43S	2048	10760475	43M107H
SRR12625672.10015600	171616226	0	171616243	17S93M40S	2048	101513144	113H24M13H
SRR12625672.10021169	52802688	16	52802715	102M48S	2048	52799994	50M100H
SRR12625672.10029917	177455311	16	177455356	114M36S	2048	177491559	36M114H
SRR12625672.10033355	177403667	16	177403741	89M61S	2048	177455366	3H58M89H
SRR12625672.1003591	12278920	16	12278942	112M38S	2048	10441836	39M111H
SRR12625672.10036377	135033529	16	135033568	83M67S	2064	135033089	76H39M35H
SRR12625672.10040248	1521289	16	1521335	99M51S	2048	1523921	51M99H
SRR12625672.10042460	10757646	16	10757675	90M60S	2048	10761079	60M90H
SRR12625672.10043034	10432225	16	10432283	108M42S	2048	10441836	42M108H
SRR12625672.10052365	134648547	16	134648597	88M62S	2064	10441829	86H46M18H
SRR12625672.1005558	1523829	16	1523917	48M102S	256	46407279	44H25M81H
SRR12625672.10055907	139712891	16	139712954	81M69S	2048	139710768	69M81H
SRR12625672.1005872	139671213	0	139668459	110M40S	2064	139671305	41M109H
SRR12625672.10059426	1523851	16	1523889	95M55S	2048	3774937	55M95H
SRR12625672.10066055	10441779	16	10441846	85M65S	2048	10355206	68M82H
SRR12625672.10067725	43272337	16	43272378	111M39S	2048	10441836	39M111H
SRR12625672.1007853	10855489	16	10855643	112M38S	2048	10441835	38M112H
SRR12625672.10082385	79235893	16	79235893	3S119M28S	2048	113076310	29M121H
SRR12625672.10084721	73451305	0	73999897	96M54S	2064	73451397	56M94H
SRR12625672.1008673	10260109	16	10260153	80M70S	2048	10441821	13H57M80H
SRR12625672.10091098	40797786	16	40797837	77M73S	256	175501092	60M90H
SRR12625672.1009201	160083516	16	160083621	73M77S	2048	157266061	14H63M73H
SRR12625672.10097800	10441802	16	10441831	98M52S	2048	10439942	42M108H
SRR12625672.10102633	1523894	16	1523929	98M52S	2048	1788808	53M97H
SRR12625672.10103156	177455374	0	177386705	91M59S	2064	177455478	60M90H
SRR12625672.10105494	9649695	16	9649748	97M53S	2048	10441810	53M97H
SRR12625672.10124619	173167822	0	173167813	38S100M12S	2048	173168161	38M112H
