SRR12625672.10004806	1744579	16	1744669	66M84S	2048	1706112	37H47M66H
SRR12625672.10005956	173879	0	176656	104M46S	2064	174058	46M104H
SRR12625672.10006889	172717	16	172766	79M71S	272	176570	79M71H
SRR12625672.10008547	172722	16	173217	92S55M3S	272	177021	92H55M3H
SRR12625672.10010749	67164329	0	67162946	86M64S	2064	67164429	64M86H
SRR12625672.10014045	67917873	16	67917962	71M79S	2064	67935833	70H71M9H
SRR12625672.10017951	67078403	16	67078420	108M42S	2048	67109820	44M106H
SRR12625672.10019677	49857274	16	49857327	83M67S	256	29940250	26H25M99H
SRR12625672.10026444	172626	16	172800	65M85S	272	176604	65M85H
SRR12625672.10027355	172717	16	176562	107M43S	272	172758	107M43H
SRR12625672.10027753	172692	16	176593	86M64S	272	172789	81M69H
SRR12625672.1002919	4183936	16	4183993	85M65S	272	19902410	85H26M39H
SRR12625672.10029663	4179731	16	4179780	74M76S	2064	4184015	71H63M16H
SRR12625672.10030241	175662	16	175708	109M41S	2048	176654	43M107H
SRR12625672.10031017	28845600	0	31142513	90M60S	2064	28845662	61M89H
SRR12625672.1003199	172626	16	176604	65M85S	272	172800	65M85H
SRR12625672.10032526	176656	0	172889	113M37S	256	176693	113M37H
SRR12625672.10032723	176656	0	176693	113M37S	256	172889	113M37H
SRR12625672.10032913	172717	16	176544	113M37S	272	172740	113M37H
SRR12625672.10035075	172698	0	176521	114M36S	256	172717	114M36H
SRR12625672.10038055	2489800	16	2489877	79M71S	2048	2475091	17H54M79H
SRR12625672.10042799	66963126	16	66963189	95M55S	2048	67109816	55M95H
SRR12625672.10044874	172676	16	176536	108M42S	272	172732	108M42H
SRR12625672.10046213	49857274	16	49857299	101M49S	2048	51236594	50M100H
SRR12625672.10047749	172711	16	176537	116M34S	272	172733	116M34H
SRR12625672.10048081	70694904	16	70694958	77M73S	2048	67109807	74M76H
SRR12625672.10048375	176164	2048	176612	42M108H	256	172808	42M108H
SRR12625672.10048995	172692	16	176605	49M101S	272	172801	49M101H
SRR12625672.10049146	176496	16	172801	49M101S	272	176605	49M101H
SRR12625672.10049192	176521	16	176640	39M111S	272	172836	34M116H
SRR12625672.1004951	49857293	16	49857341	119M31S	2048	49858597	31M119H
SRR12625672.10051677	172893	16	173031	80M70S	272	176835	80M70H
SRR12625672.10052221	176666	0	172881	117M33S	256	176685	117M33H
SRR12625672.10053203	172614	16	172764	87M63S	272	176568	87M63H
SRR12625672.10058161	172913	2048	176615	39M111H	256	172811	39M111H
SRR12625672.10060102	176519	2048	176366	40M110H	256	172562	40M110H
SRR12625672.10060382	176703	16	176857	59M91S	272	173053	59M91H
SRR12625672.10066035	176499	0	172717	114M36S	256	176521	114M36H
SRR12625672.1006697	66856294	16	66856383	94M56S	2048	67109816	12H48M90H
SRR12625672.10071419	176565	16	176575	108M42S	2048	120049	42M108H
SRR12625672.10074374	177605	0	176608	91M59S	2064	177670	59M91H
SRR12625672.1007548	970026	16	970060	98M52S	2048	970866	52M98H
SRR12625672.10077578	176532	16	176550	103M47S	272	172746	103M47H
SRR12625672.10079191	172722	16	176621	32M118S	272	172817	32M118H
SRR12625672.10079192	172722	16	172817	32M118S	272	176621	32M118H
SRR12625672.10080465	75265938	16	75265968	90M60S	2048	34687942	33H28M89H
SRR12625672.10086726	176673	0	176707	13S117M20S	256	172903	13H117M20H
SRR12625672.10089509	176499	0	176521	114M36S	256	172717	114M36H
SRR12625672.10091832	49857328	16	49857351	111M39S	2048	49631059	39M111H
SRR12625672.10095146	175131	0	176603	88M62S	2064	175230	62M88H
SRR12625672.10096250	49857376	16	49857398	102M48S	2048	4823071	48M102H
SRR12625672.10098	176612	16	176687	64M86S	272	172883	64M86H
SRR12625672.10100066	176847	2048	176610	41M109H	256	172806	41M109H
SRR12625672.10107925	176573	0	139942	100M50S	2064	176645	51M99H
SRR12625672.10110641	112423	16	112461	100M50S	2048	176654	50M100H
SRR12625672.10111865	174113	16	174159	111M39S	2048	176656	40M110H
SRR12625672.10112060	2298269	16	2298356	108M42S	2048	2715566	42M108H
SRR12625672.10112910	176109	16	176164	82M68S	2048	176613	68M82H
SRR12625672.10114299	67109080	16	67109166	78M72S	2064	67109805	77H59M14H
SRR12625672.10117075	176851	2048	176685	55M95H	256	172881	55M95H
SRR12625672.10118612	2495056	16	2495101	85M65S	2064	2475083	85H46M19H
SRR12625672.10120824	172699	0	172730	117M33S	256	176534	117M33H
SRR12625672.10121561	172684	16	176578	90M60S	272	172774	90M60H
SRR12625672.10121892	25558948	16	25558995	108M42S	2048	176656	13H30M107H
SRR12625672.10123900	4183952	16	4183988	99M51S	256	32518293	21H22M107H
SRR12625672.10123943	172717	16	172745	106M44S	272	176549	106M44H
SRR12625672.10124070	67108868	16	67108958	78M72S	2048	67109790	74M76H
