SRR12625672.10000893	167553381	16	167553423	118M32S	2048	162383091	32M118H
SRR12625672.10001925	2475146	0	33207409	79M71S	2064	2475215	53M97H
SRR12625672.10007110	228208167	0	16644722	16S79M55S	2064	228208273	55M95H
SRR12625672.10007608	43861213	16	43861302	47M103S	2048	43860652	23M127H
SRR12625672.10008262	16649209	16	16649231	2S113M35S	2048	16644745	35M115H
SRR12625672.10010917	7450413	16	7450512	91M59S	2064	41941581	109H22M19H
SRR12625672.10021000	17056488	16	17056533	82M68S	2048	16644722	68M82H
SRR12625672.10021970	22057251	16	22057269	111M39S	2064	203305443	107H31M12H
SRR12625672.1002291	16725142	16	16725254	51M99S	2048	187305944	78H23M49H
SRR12625672.10023641	16765105	0	16644700	80M70S	2064	16765181	71M79H
SRR12625672.10023933	211133651	16	211133687	94M56S	2064	211289437	94H39M17H
SRR12625672.10025275	66752305	0	200101292	98M52S	2064	66752463	52M98H
SRR12625672.10026452	11781436	16	16644730	63S58M29S	2064	11781530	49M101H
SRR12625672.10027821	63367126	16	63367173	106M44S	2048	53513948	44M106H
SRR12625672.10029600	26695763	16	26695890	42M108S	2064	17780993	40H24M86H
SRR12625672.1003028	59814503	0	59814519	40M110S	2064	148522498	77H27M46H
SRR12625672.10032952	9858479	16	9858563	110M40S	2048	9588706	42M108H
SRR12625672.10035115	16644346	16	16644385	113M37S	2048	16644742	37M113H
SRR12625672.10035637	18841384	16	18841448	100M50S	2048	16644730	50M100H
SRR12625672.10036761	59814512	0	59814487	71M79S	2064	184530606	28H22M100H
SRR12625672.10038350	19566807	16	19566985	57M93S	272	125046589	77H34M39H
SRR12625672.10039078	107056488	16	107056500	117M33S	2048	107055195	33M117H
SRR12625672.1003944	52443412	16	52443655	88M62S	2048	52366203	10H52M88H
SRR12625672.10040117	16514342	16	16514363	112M38S	2048	16644742	38M112H
SRR12625672.10041707	36176707	0	196704317	113M37S	2064	36176849	38M112H
SRR12625672.10045550	16640489	16	16640508	107M43S	2048	16644746	44M106H
SRR12625672.10047385	25431052	16	25431183	83M67S	2048	25429947	67M83H
SRR12625672.10048571	159121005	16	159121020	115M35S	2048	25431056	35M115H
