0	1	2	3	4	5	6	7	8	9	10	11
SRR12625674.10019681	44920571	0	44919182	98M52S	2064	44920706	52M98H	98	52	44919280	44920757
SRR12625674.10039453	46458861	0	46442307	98M52S	2064	46458971	52M98H	98	52	46442405	46459022
SRR12625674.10072075	5154656	0	44022492	90M60S	2064	5154788	60M90H	90	60	44022582	5154847
SRR12625674.10074846	32418289	16	32418309	118M32S	2064	32412829	115H24M11H	118	24	32418427	32412852
SRR12625674.10083740	43442578	16	43442620	14S101M35S	256	6095550	35H101M14H	101	101	43442721	6095650
SRR12625674.1012119	36430850	16	36430986	84M66S	2064	36385367	83H63M4H	84	63	36431070	36385429
SRR12625674.1028073	46382861	16	46382910	70M80S	2064	46458843	69H45M36H	70	45	46382980	46458887
SRR12625674.1033232	6567248	16	6567363	4S87M59S	272	43174825	4H87M59H	87	87	6567450	43174911
SRR12625674.10335330	41699318	16	41699389	78M72S	2048	42478559	72M78H	78	72	41699467	42478630
SRR12625674.10347156	44510422	16	44510489	115M35S	2048	44989789	38M112H	115	38	44510604	44989826
SRR12625674.10352580	42708429	16	42708479	103M47S	2048	42709601	47M103H	103	47	42708582	42709647
SRR12625674.10414627	42768873	16	42768914	100M50S	2048	42708424	50M100H	100	50	42769014	42708473
SRR12625674.10443290	36705086	0	37046983	106M44S	2064	36705186	44M106H	106	44	37047089	36705229
SRR12625674.10516393	8440748	0	8396545	117M33S	256	8440764	117M33H	117	117	8396662	8440880
SRR12625674.10544112	42709261	0	42708421	79M71S	2064	42709366	71M79H	79	71	42708500	42709436
SRR12625674.10553262	45893577	16	45893685	69M81S	2048	46325239	37M113H	69	37	45893754	46325275
SRR12625674.10838357	46365291	16	46365409	2S35M113S	272	46365732	25M125H	35	25	46365444	46365756
SRR12625674.10965062	29298789	16	29298906	78M72S	2064	29372511	77H60M13H	78	60	29298984	29372570
SRR12625674.11030211	33071244	16	33071332	98M52S	2048	33061969	52M98H	98	52	33071430	33062020
SRR12625674.11032963	14709472	16	14709530	85M65S	2048	14472877	35M115H	85	35	14709615	14472911
SRR12625674.11083012	42708395	16	42708401	116M34S	2048	42702808	34M116H	116	34	42708517	42702841
SRR12625674.11111733	44510494	16	44510523	92M58S	2048	44507376	58M92H	92	58	44510615	44507433
SRR12625674.1113491	5154703	16	5154762	116M34S	2048	37325142	25M125H	116	25	5154878	37325166
SRR12625674.11205760	41839513	16	41839533	103M47S	2048	41842031	49M101H	103	49	41839636	41842079
SRR12625674.11289367	8220431	16	8220503	114M36S	272	8402770	114M36H	114	114	8220617	8402883
SRR12625674.11324617	44510477	16	44510538	80M70S	2048	44745148	72M78H	80	72	44510618	44745219
SRR12625674.11393933	8443300	0	8443285	50M100S	272	42219221	113H25M12H	50	25	8443335	42219245
SRR12625674.1139465	10521201	0	10521191	81M69S	2064	15733127	22M128H	81	22	10521272	15733148
SRR12625674.11423134	42495707	16	42495728	114M36S	2048	42496257	39M111H	114	39	42495842	42496295
SRR12625674.11461325	41839546	0	41839573	22S115M13S	2048	35571565	23M127H	115	23	41839688	35571587
SRR12625674.11495007	44012002	16	44012131	107M43S	2048	43983063	43M107H	107	43	44012238	43983105
SRR12625674.11527594	44510496	16	44510505	107M43S	2048	44505018	43M107H	107	43	44510612	44505060
SRR12625674.11539107	43886069	16	43886106	97M53S	2064	43885736	96H39M15H	97	39	43886203	43885774
SRR12625674.11574053	14437653	16	14437678	106M44S	2048	15484822	44M106H	106	44	14437784	15484865
SRR12625674.11577910	10521212	0	10521202	72M78S	2064	42641226	4H22M124H	72	22	10521274	42641247
