H_chr	H_start	H_end	Harbor	TE_chr	TE_start	TE_end	TE	score	TE_strand	TE_half	TE_middle_pos	TE_dis
chr1	33553586	33753586	harbor2	chr1	33556641	33557015	LTR/ERVL-MaLR	2770	+	187	33556828	3242
chr1	33553586	33753586	harbor2	chr1	33608469	33608910	LTR/ERVL-MaLR	2152	+	220	33608689	55103
chr1	33553586	33753586	harbor2	chr1	33609854	33610187	LTR/ERVL-MaLR	1967	+	166	33610020	56434
chr1	33553586	33753586	harbor2	chr1	33639079	33639326	LTR/ERVL-MaLR	628	+	124	33639203	85617
chr1	2138357	2338357	harbor2	chr1	2199627	2199797	LTR/ERVL-MaLR	761	+	85	2199712	61355
chr1	2138357	2338357	harbor2	chr1	2200424	2200663	LTR/ERVL-MaLR	761	+	120	2200544	62187
chr1	16544783	16744783	harbor2	chr1	16549687	16549813	LTR/ERVL-MaLR	601	+	63	16549750	4967
chr1	16544783	16744783	harbor2	chr1	16601299	16601923	LTR/ERVL-MaLR	1935	+	312	16601611	56828
chr1	16544783	16744783	harbor2	chr1	16605694	16605874	LTR/ERVL-MaLR	544	+	90	16605784	61001
chr1	39476409	39676409	harbor2	chr1	39553519	39553603	LTR/ERVL-MaLR	1665	+	42	39553561	77152
chr1	39476409	39676409	harbor2	chr1	39553908	39554269	LTR/ERVL-MaLR	1665	+	180	39554088	77679
chr1	39476409	39676409	harbor2	chr1	39550566	39551062	LTR/ERVL-MaLR	2115	+	248	39550814	74405
chr1	63223447	63423447	harbor2	chr1	63226333	63226594	LTR/ERVL-MaLR	1214	+	130	63226463	3016
chr1	63223447	63423447	harbor2	chr1	63255679	63256062	LTR/ERVL-MaLR	1544	+	192	63255871	32424
chr1	63223447	63423447	harbor2	chr1	63259387	63259552	LTR/ERVL-MaLR	603	+	82	63259469	36022
chr1	63223447	63423447	harbor2	chr1	63259574	63259767	LTR/ERVL-MaLR	471	+	96	63259670	36223
chr1	63223447	63423447	harbor2	chr1	63307126	63307741	LTR/ERVL-MaLR	3152	+	308	63307434	83987
chr1	63223447	63423447	harbor2	chr1	63308503	63308839	LTR/ERVL-MaLR	1293	+	168	63308671	85224
chr1	63223447	63423447	harbor2	chr1	63307747	63307922	LTR/ERVL-MaLR	1293	+	88	63307835	84388
chr1	8230832	8430832	harbor2	chr1	8265615	8265780	LTR/ERVL-MaLR	788	+	82	8265697	34865
chr1	8230832	8430832	harbor2	chr1	8281380	8281752	LTR/ERVL-MaLR	2343	+	186	8281566	50734
chr1	8230832	8430832	harbor2	chr1	8311062	8311281	LTR/ERVL-MaLR	949	+	110	8311172	80340
chr1	8230832	8430832	harbor2	chr1	8311401	8311705	LTR/ERVL-MaLR	1770	+	152	8311553	80721
chr1	2139155	2339155	harbor2	chr1	2199627	2199797	LTR/ERVL-MaLR	761	+	85	2199712	60557
chr1	2139155	2339155	harbor2	chr1	2200424	2200663	LTR/ERVL-MaLR	761	+	120	2200544	61389
chr1	150462182	150662182	harbor2	chr1	150517440	150517790	LTR/ERVL-MaLR	1857	+	175	150517615	55433
chr1	150462182	150662182	harbor2	chr1	150523721	150524136	LTR/ERVL-MaLR	834	+	208	150523929	61747
chr1	150462182	150662182	harbor2	chr1	150527989	150528276	LTR/ERVL-MaLR	532	+	144	150528133	65951
chr1	21991636	22191636	harbor2	chr1	22017680	22017842	LTR/ERVL-MaLR	582	+	81	22017761	26125
chr1	1678940	1878940	harbor2	chr1	1767816	1767894	LTR/ERVL-MaLR	744	+	39	1767855	88915
chr1	1678940	1878940	harbor2	chr1	1768195	1768255	LTR/ERVL-MaLR	744	+	30	1768225	89285
chr1	1678940	1878940	harbor2	chr1	1768567	1768805	LTR/ERVL-MaLR	744	+	119	1768686	89746
chr1	51231071	51431071	harbor2	chr1	51300705	51301112	LTR/ERVL-MaLR	562	+	204	51300909	69838
chr1	16544721	16744721	harbor2	chr1	16549687	16549813	LTR/ERVL-MaLR	601	+	63	16549750	5029
chr1	16544721	16744721	harbor2	chr1	16601299	16601923	LTR/ERVL-MaLR	1935	+	312	16601611	56890
chr1	16544721	16744721	harbor2	chr1	16605694	16605874	LTR/ERVL-MaLR	544	+	90	16605784	61063
chr1	196878094	197078094	harbor2	chr1	196889694	196890060	LTR/ERVL-MaLR	1534	+	183	196889877	11783
chr1	196878094	197078094	harbor2	chr1	196919989	196920343	LTR/ERVL-MaLR	2124	+	177	196920166	42072
chr1	196878094	197078094	harbor2	chr1	196920344	196921970	LTR/ERVL-MaLR	10609	+	813	196921157	43063
chr1	196878094	197078094	harbor2	chr1	196921971	196922306	LTR/ERVL-MaLR	1956	+	168	196922139	44045
