H_chr	H_start	H_end	Harbor	TE_chr	TE_start	TE_end	TE	score	TE_strand	TE_half	TE_middle_pos	TE_dis
chr1	16543082	16743082	harbor1	chr1	16614267	16614887	LINE/L2	886	+	310	16614577	71495
chr1	6394942	6594942	harbor1	chr1	6397755	6398157	LINE/L2	1621	+	201	6397956	3014
chr1	6394942	6594942	harbor1	chr1	6398448	6398464	LINE/L2	1621	+	8	6398456	3514
chr1	6394942	6594942	harbor1	chr1	6398770	6399550	LINE/L2	1621	+	390	6399160	4218
chr1	6394942	6594942	harbor1	chr1	6463328	6463444	LINE/L2	583	+	58	6463386	68444
chr1	6394942	6594942	harbor1	chr1	6477784	6477874	LINE/L2	500	+	45	6477829	82887
chr1	6394942	6594942	harbor1	chr1	6478469	6478602	LINE/L2	500	+	66	6478535	83593
chr1	6394942	6594942	harbor1	chr1	6480950	6481249	LINE/L2	873	+	150	6481100	86158
chr1	6394942	6594942	harbor1	chr1	6481884	6482169	LINE/L2	873	+	142	6482026	87084
chr1	6394942	6594942	harbor1	chr1	6487490	6487914	LINE/L2	494	+	212	6487702	92760
chr1	26400749	26600749	harbor1	chr1	26404775	26404950	LINE/L2	578	+	88	26404863	4114
chr1	26400749	26600749	harbor1	chr1	26406419	26406539	LINE/L2	438	+	60	26406479	5730
chr1	26400749	26600749	harbor1	chr1	26484833	26485443	LINE/L2	878	+	305	26485138	84389
chr1	26400749	26600749	harbor1	chr1	26498981	26499145	LINE/L2	578	+	82	26499063	98314
chr1	16423038	16623038	harbor1	chr1	16437497	16437747	LINE/L2	568	+	125	16437622	14584
chr1	16423038	16623038	harbor1	chr1	16496952	16497161	LINE/L2	664	+	104	16497056	74018
chr1	16423038	16623038	harbor1	chr1	16497479	16497657	LINE/L2	664	+	89	16497568	74530
chr1	16543073	16743073	harbor1	chr1	16614267	16614887	LINE/L2	886	+	310	16614577	71504
chr1	6046640	6246640	harbor1	chr1	6116035	6116266	LINE/L2	496	+	116	6116151	69511
chr1	6046640	6246640	harbor1	chr1	6142668	6142988	LINE/L2	572	+	160	6142828	96188
chr1	108941871	109141871	harbor1	chr1	108971761	108972494	LINE/L2	2076	+	366	108972127	30256
chr1	108941871	109141871	harbor1	chr1	108972649	108972659	LINE/L2	2076	+	5	108972654	30783
chr1	108941871	109141871	harbor1	chr1	108972965	108973217	LINE/L2	2076	+	126	108973091	31220
chr1	108941871	109141871	harbor1	chr1	108984936	108985651	LINE/L2	599	+	358	108985294	43423
chr1	178438257	178638257	harbor1	chr1	178506082	178506309	LINE/L2	459	+	114	178506196	67939
chr1	178438257	178638257	harbor1	chr1	178530452	178531061	LINE/L2	1117	+	304	178530756	92499
chr1	16544872	16744872	harbor1	chr1	16614267	16614887	LINE/L2	886	+	310	16614577	69705
chr1	211033794	211233794	harbor1	chr1	211040745	211041338	LINE/L2	871	+	296	211041041	7247
chr1	211033794	211233794	harbor1	chr1	211041363	211041752	LINE/L2	560	+	194	211041557	7763
chr1	211033794	211233794	harbor1	chr1	211100954	211101300	LINE/L2	449	+	173	211101127	67333
chr1	211033794	211233794	harbor1	chr1	211042055	211042449	LINE/L2	560	+	197	211042252	8458
chr1	33156095	33356095	harbor1	chr1	33155846	33156373	LINE/L2	1183	+	264	33156110	15
chr1	33156095	33356095	harbor1	chr1	33156537	33157644	LINE/L2	2086	+	554	33157091	996
