H_chr	H_start	H_end	Harbor	TE_chr	TE_start	TE_end	TE	score	TE_strand	TE_half	TE_middle_pos	TE_dis
chr1	16543082	16743082	harbor1	chr1	16627937	16628172	SINE/MIR	841	+	118	16628055	84973
chr1	16543082	16743082	harbor1	chr1	16631944	16632142	SINE/MIR	460	+	99	16632043	88961
chr1	6394942	6594942	harbor1	chr1	6405483	6405737	SINE/MIR	730	+	127	6405610	10668
chr1	6394942	6594942	harbor1	chr1	6436172	6436423	SINE/MIR	670	+	126	6436298	41356
chr1	6394942	6594942	harbor1	chr1	6493419	6493653	SINE/MIR	468	+	117	6493536	98594
chr1	26400749	26600749	harbor1	chr1	26401689	26401930	SINE/MIR	788	+	120	26401809	1060
chr1	26400749	26600749	harbor1	chr1	26403343	26403530	SINE/MIR	535	+	94	26403437	2688
chr1	26400749	26600749	harbor1	chr1	26406180	26406362	SINE/MIR	538	+	91	26406271	5522
chr1	26400749	26600749	harbor1	chr1	26417540	26417774	SINE/MIR	583	+	117	26417657	16908
chr1	26400749	26600749	harbor1	chr1	26436815	26436888	SINE/MIR	671	+	36	26436851	36102
chr1	26400749	26600749	harbor1	chr1	26437190	26437340	SINE/MIR	671	+	75	26437265	36516
chr1	26400749	26600749	harbor1	chr1	26440333	26440576	SINE/MIR	690	+	122	26440455	39706
chr1	26400749	26600749	harbor1	chr1	26445016	26445258	SINE/MIR	944	+	121	26445137	44388
chr1	26400749	26600749	harbor1	chr1	26446037	26446246	SINE/MIR	534	+	104	26446141	45392
chr1	26400749	26600749	harbor1	chr1	26465468	26465699	SINE/MIR	746	+	116	26465584	64835
chr1	26400749	26600749	harbor1	chr1	26491706	26491870	SINE/MIR	610	+	82	26491788	91039
chr1	16423038	16623038	harbor1	chr1	16453985	16454044	SINE/MIR	636	+	30	16454015	30977
chr1	16423038	16623038	harbor1	chr1	16454656	16454835	SINE/MIR	636	+	90	16454746	31708
chr1	16423038	16623038	harbor1	chr1	16477728	16477958	SINE/MIR	802	+	115	16477843	54805
chr1	16423038	16623038	harbor1	chr1	16485243	16485450	SINE/MIR	547	+	104	16485347	62309
chr1	16423038	16623038	harbor1	chr1	16489330	16489524	SINE/MIR	657	+	97	16489427	66389
chr1	16423038	16623038	harbor1	chr1	16491877	16492076	SINE/MIR	492	+	100	16491977	68939
chr1	16423038	16623038	harbor1	chr1	16495107	16495285	SINE/MIR	639	+	89	16495196	72158
chr1	16423038	16623038	harbor1	chr1	16495690	16495725	SINE/MIR	639	+	18	16495708	72670
chr1	16543073	16743073	harbor1	chr1	16627937	16628172	SINE/MIR	841	+	118	16628055	84982
chr1	16543073	16743073	harbor1	chr1	16631944	16632142	SINE/MIR	460	+	99	16632043	88970
chr1	6046640	6246640	harbor1	chr1	6058382	6058519	SINE/MIR	462	+	68	6058450	11810
chr1	6046640	6246640	harbor1	chr1	6094614	6094844	SINE/MIR	435	+	115	6094729	48089
chr1	6046640	6246640	harbor1	chr1	6145670	6145824	SINE/MIR	465	+	77	6145747	99107
chr1	16544872	16744872	harbor1	chr1	16627937	16628172	SINE/MIR	841	+	118	16628055	83183
