0	1	2	3	4	5	6	7	8	9	10	11
SRR12625672.10019246	43089395	16	43089395	18S113M19S	2048	42538376	22M128H	113	22	43089508	42538397
SRR12625672.10038466	20203520	0	20203532	24S116M10S	2048	26597473	25M125H	116	25	20203648	26597497
SRR12625672.10041187	40622377	16	40622426	94M56S	256	22496824	83H48M19H	94	48	40622520	22496871
SRR12625672.10047992	37516049	16	37516092	108M42S	2048	35703953	42M108H	108	42	37516200	35703994
SRR12625672.10051161	49644348	16	49644385	113M37S	2048	47291505	38M112H	113	38	49644498	47291542
SRR12625672.10055020	43089395	16	43089415	97M53S	2048	44438135	54M96H	97	54	43089512	44438188
SRR12625672.10076716	37019127	0	37019661	97M53S	2064	37019205	54M96H	97	54	37019758	37019258
SRR12625672.10087277	22686153	16	22686244	56M94S	272	22667808	56M94H	56	56	22686300	22667863
SRR12625672.10087706	46391889	0	44956921	112M38S	2064	46392015	38M112H	112	38	44957033	46392052
SRR12625672.10093057	24172531	16	24172626	79M71S	2048	24169810	71M79H	79	71	24172705	24169880
SRR12625672.10105066	49934105	16	49934130	102M48S	2048	49936146	48M102H	102	48	49934232	49936193
SRR12625672.10108597	20202958	0	20203528	107M43S	2064	20203057	43M107H	107	43	20203635	20203099
SRR12625672.10110209	20203597	16	20203726	99M51S	2048	20204284	51M99H	99	51	20203825	20204334
SRR12625672.10127743	24044077	16	24044169	100M50S	2048	24169845	51M99H	100	51	24044269	24169895
SRR12625672.10147052	38398163	16	38398199	86M64S	2048	38398822	64M86H	86	64	38398285	38398885
SRR12625672.10167979	43088750	16	43089384	43S94M13S	2064	43088829	43M107H	94	43	43089478	43088871
SRR12625672.10177679	30387228	16	30387310	106M44S	2048	29701977	44M106H	106	44	30387416	29702020
SRR12625672.10181903	24169753	16	24169801	96M54S	2048	24168619	54M96H	96	54	24169897	24168672
SRR12625672.10183626	35300501	16	35300569	51M99S	2048	35301117	28M122H	51	28	35300620	35301144
SRR12625672.10194882	24169834	16	24169889	94M56S	2048	24173390	59M91H	94	59	24169983	24173448
SRR12625672.10207934	46391862	16	46391932	94M56S	2048	46393876	57M93H	94	57	46392026	46393932
SRR12625672.10211505	31944490	0	31902523	109M41S	2064	31944628	42M108H	109	42	31902632	31944669
SRR12625672.10216332	31840181	16	31840216	114M36S	2048	31840718	37M113H	114	37	31840330	31840754
SRR12625672.1022396	19840993	16	19841038	90M60S	2064	19853912	121H24M5H	90	24	19841128	19853935
SRR12625672.10231128	38872002	16	38872050	100M50S	2048	38267380	51M99H	100	51	38872150	38267430
SRR12625672.10243208	38120451	0	38118605	102M48S	2064	38120576	49M101H	102	49	38118707	38120624
SRR12625672.10243690	39728637	16	39728655	104M46S	2048	39723580	46M104H	104	46	39728759	39723625
SRR12625672.10244020	37061465	16	37061507	118M32S	2048	37061075	33M117H	118	33	37061625	37061107
SRR12625672.10244548	31944606	16	31944680	112M38S	2048	28980497	38M112H	112	38	31944792	28980534
SRR12625672.10250188	38936348	16	38936390	118M32S	2048	39587663	33M117H	118	33	38936508	39587695
SRR12625672.10280203	24170415	16	24170474	93M57S	2048	24169842	57M93H	93	57	24170567	24169898
SRR12625672.10306889	43104259	16	43104322	96M54S	2048	43089395	55M95H	96	55	43104418	43089449
SRR12625672.10336915	39723557	16	39723646	60M90S	2048	16353636	55H23M72H	60	23	39723706	16353658
SRR12625672.10346363	43089364	0	43090144	81M69S	2064	43089426	69M81H	81	69	43090225	43089494
SRR12625672.10350568	38120467	16	38120533	105M45S	2048	38128915	46M104H	105	46	38120638	38128960
SRR12625672.10391111	24146735	0	24169797	99M51S	2064	24146868	51M99H	99	51	24169896	24146918
SRR12625672.10398420	24952711	16	24952757	85M65S	2048	25045425	68M82H	85	68	24952842	25045492
SRR12625672.10415073	21502589	0	21432172	24S119M7S	272	21502589	7H119M24H	119	119	21432291	21502707
SRR12625672.10416632	24169743	16	24169798	76M74S	2048	24170275	76M74H	76	76	24169874	24170350
SRR12625672.10418552	42997694	0	43089395	87M63S	2064	42997760	63M87H	87	63	43089482	42997822
SRR12625672.10426560	23157645	0	23064138	93M57S	2064	23157719	57M93H	93	57	23064231	23157775
SRR12625672.10432547	43089395	16	43089510	97M53S	2048	43236246	36M114H	97	36	43089607	43236281
SRR12625672.10439421	22686153	16	22667808	56M94S	272	22686244	56M94H	56	56	22667864	22686299
SRR12625672.10444565	35381021	0	27801206	95M55S	2064	35381176	57M93H	95	57	27801301	35381232
SRR12625672.10447987	49668537	16	49668652	66M84S	2048	24424142	25H23M102H	66	23	49668718	24424164
SRR12625672.10458104	20016635	16	20016668	93M57S	2048	20011880	57M93H	93	57	20016761	20011936
SRR12625672.10459576	19621985	16	19622054	113M37S	2048	19401613	37M113H	113	37	19622167	19401649
SRR12625672.10466112	24171321	16	24171434	100M50S	2048	24169844	50M100H	100	50	24171534	24169893
SRR12625672.10471629	24112988	16	24113046	91M59S	2048	24169838	59M91H	91	59	24113137	24169896
SRR12625672.10472991	38766156	16	38766189	113M37S	2048	38560641	37M113H	113	37	38766302	38560677
SRR12625672.10478472	31944513	0	31944507	51S91M8S	2048	10555831	53M97H	91	53	31944598	10555883
SRR12625672.10487811	24169746	0	24311951	82M68S	2064	24169806	68M82H	82	68	24312033	24169873
SRR12625672.10489892	37516025	16	37516123	59M91S	2064	38449328	73H23M54H	59	23	37516182	38449350
SRR12625672.10494098	20203510	16	20203538	104M46S	2048	20202699	48M102H	104	48	20203642	20202746
SRR12625672.1050146	43089230	16	43089400	115M35S	2048	43095143	36M114H	115	36	43089515	43095178
SRR12625672.10513252	21642146	16	21642176	99M51S	2064	20660566	116H24M10H	99	24	21642275	20660589
SRR12625672.10535672	42649293	16	42649305	114M36S	2048	42646059	36M114H	114	36	42649419	42646094
SRR12625672.10555994	45851962	16	45852024	110M40S	2048	45978683	42M108H	110	42	45852134	45978724
SRR12625672.10558764	24954159	0	24954165	21S122M7S	2048	24952735	23M127H	122	23	24954287	24952757
SRR12625672.1056870	21658199	16	21658236	113M37S	2048	22690032	38M112H	113	38	21658349	22690069
SRR12625672.10596231	43125001	0	43089384	98M52S	2064	43125082	52M98H	98	52	43089482	43125133
SRR12625672.10599988	22881394	0	23064143	99M51S	2064	22881488	51M99H	99	51	23064242	22881538
SRR12625672.10613879	37516011	272	40370272	61H44M45H	2064	37516292	34M116H	44	34	40370316	37516325
SRR12625672.10622691	38120493	16	38120637	119M31S	2048	38114608	31M119H	119	31	38120756	38114638
SRR12625672.10629646	50474840	16	50474896	95M55S	2048	16445791	55M95H	95	55	50474991	16445845
