H_chr	H_start	H_end	Harbor	TE_chr	TE_start	TE_end	TE	score	TE_strand	TE_half	TE_middle_pos	TE_dis
chr10	10162357	10362357	harbor1	chr10	10162336	10162581	LTR/ERV1	3798	-	122	10162458	101
chr10	10162357	10362357	harbor1	chr10	10162890	10163411	LTR/ERV1	3968	-	260	10163150	793
chr10	10162357	10362357	harbor1	chr10	10163637	10163729	LTR/ERV1	1584	-	46	10163683	1326
chr10	10162357	10362357	harbor1	chr10	10163730	10164368	LTR/ERV1	3746	+	319	10164049	1692
chr10	10162357	10362357	harbor1	chr10	10164369	10164411	LTR/ERV1	1584	-	21	10164390	2033
chr10	10162357	10362357	harbor1	chr10	10164412	10164718	SINE/Alu	1380	+	153	10164565	2208
chr10	10162357	10362357	harbor1	chr10	10164719	10165060	LTR/ERV1	1584	-	170	10164889	2532
chr10	10162357	10362357	harbor1	chr10	10166541	10167036	LTR/ERV1	1907	+	248	10166789	4432
chr10	10162357	10362357	harbor1	chr10	10167832	10168106	LTR/ERV1	669	+	137	10167969	5612
chr10	10162357	10362357	harbor1	chr10	10168949	10173077	LINE/L1	3714	-	2064	10171013	8656
chr10	10162357	10362357	harbor1	chr10	10173140	10174117	LINE/L1	5288	-	488	10173628	11271
chr10	10162357	10362357	harbor1	chr10	10175122	10175379	LINE/L1	482	-	128	10175250	12893
chr10	10162357	10362357	harbor1	chr10	10175388	10175436	LINE/L1	1651	-	24	10175412	13055
chr10	10162357	10362357	harbor1	chr10	10175437	10175733	SINE/Alu	1553	-	148	10175585	13228
chr10	10162357	10362357	harbor1	chr10	10175734	10175885	LINE/L1	1651	-	76	10175810	13453
chr10	10162357	10362357	harbor1	chr10	10175886	10176175	SINE/Alu	2228	+	144	10176030	13673
chr10	10162357	10362357	harbor1	chr10	10176176	10176835	LINE/L1	1651	-	330	10176506	14149
chr10	10162357	10362357	harbor1	chr10	10180683	10181333	LINE/L1	5843	+	325	10181008	18651
chr10	10162357	10362357	harbor1	chr10	10181419	10181767	LINE/L1	5843	+	174	10181593	19236
chr10	10162357	10362357	harbor1	chr10	10181966	10183924	LINE/L1	9876	+	979	10182945	20588
chr10	10162357	10362357	harbor1	chr10	10185139	10185590	LINE/L1	698	-	226	10185365	23008
chr10	10162357	10362357	harbor1	chr10	10185802	10185971	LINE/L1	438	-	84	10185886	23529
chr10	10162357	10362357	harbor1	chr10	10186019	10186322	SINE/Alu	2090	+	152	10186171	23814
chr10	10162357	10362357	harbor1	chr10	10186862	10187095	LTR/ERVL	496	+	116	10186978	24621
chr10	10162357	10362357	harbor1	chr10	10187301	10187938	LINE/L1	4827	-	318	10187619	25262
chr10	10162357	10362357	harbor1	chr10	10189154	10189831	LINE/L1	4516	-	338	10189492	27135
chr10	10162357	10362357	harbor1	chr10	10189832	10190197	SINE/Alu	1395	-	182	10190014	27657
chr10	10162357	10362357	harbor1	chr10	10190198	10190548	LINE/L1	4516	-	175	10190373	28016
chr10	10162357	10362357	harbor1	chr10	10193889	10194143	LINE/L2	530	-	127	10194016	31659
chr10	10162357	10362357	harbor1	chr10	10197127	10197231	LTR/ERVL-MaLR	607	-	52	10197179	34822
chr10	10162357	10362357	harbor1	chr10	10197790	10198147	LTR/ERVL-MaLR	1353	-	178	10197968	35611
chr10	10162357	10362357	harbor1	chr10	10200399	10200872	LTR/ERV1	933	+	236	10200635	38278
chr10	10162357	10362357	harbor1	chr10	10202146	10202597	DNA/hAT-Tip100	1470	-	226	10202372	40015
chr10	10162357	10362357	harbor1	chr10	10202600	10204972	LINE/L1	6931	-	1186	10203786	41429
chr10	10162357	10362357	harbor1	chr10	10204975	10205360	DNA/hAT-Tip100	1194	-	192	10205167	42810
