0	1	2	3	4	5	6	7	8	9	10	11
SRR12625674.10001412	211148161	0	177352208	108M42S	2064	211148254	42M108H	108	42	177352316	211148295
SRR12625674.10003477	87988319	16	87988354	112M38S	2048	87328591	38M112H	112	38	87988466	87328628
SRR12625674.10005854	16725141	16	16725192	112M38S	2048	16724149	42M108H	112	42	16725304	16724190
SRR12625674.10012518	16646225	16	16646269	92M58S	2048	16644751	59M91H	92	59	16646361	16644809
SRR12625674.10013070	16625878	16	16625906	113M37S	2048	16644751	38M112H	113	38	16626019	16644788
SRR12625674.10013268	2520610	0	2520486	35M115S	2064	226289834	12H22M116H	35	22	2520521	226289855
SRR12625674.10015052	26420212	16	26420223	113M37S	2048	26336443	39M111H	113	39	26420336	26336481
SRR12625674.10016580	203274316	16	203274339	102M48S	2048	203305425	48M102H	102	48	203274441	203305472
SRR12625674.100169	59814518	0	59814521	38M112S	2064	204412045	81H24M45H	38	24	59814559	204412068
SRR12625674.10017793	211137465	16	211137468	116M34S	2048	211133722	34M116H	116	34	211137584	211133755
SRR12625674.10018357	16644621	0	16636885	78M72S	2064	16644708	72M78H	78	72	16636963	16644779
SRR12625674.10018836	26695792	16	26695853	119M31S	2048	27495647	32M118H	119	32	26695972	27495678
SRR12625674.10022098	107057383	16	107057499	86M64S	2048	107056552	65M85H	86	65	107057585	107056616
SRR12625674.10022995	16644965	16	16644965	13S114M23S	2048	239135938	24M126H	114	24	16645079	239135961
SRR12625674.10027293	59814507	0	59814499	64M86S	2048	236860073	67H22M61H	64	22	59814563	236860094
SRR12625674.10029263	43547910	0	43547389	86M64S	2064	43547977	64M86H	86	64	43547475	43548040
SRR12625674.10033068	110206425	16	110206465	101M49S	2064	40979618	101H47M2H	101	47	110206566	40979664
SRR12625674.10035394	16647613	16	16647672	95M55S	2048	16644725	55M95H	95	55	16647767	16644779
SRR12625674.10036407	112714160	0	16644695	89M61S	2064	112714241	61M89H	89	61	16644784	112714301
SRR12625674.10040473	16642414	0	16644689	95M55S	2064	16642508	55M95H	95	55	16644784	16642562
SRR12625674.10042984	205258596	16	205258667	103M47S	2048	205228116	47M103H	103	47	205258770	205228162
SRR12625674.10044860	29849852	16	29849901	111M39S	2048	39594273	39M111H	111	39	29850012	39594311
SRR12625674.10046247	65253450	0	65254382	77M73S	2064	65253524	74M76H	77	74	65254459	65253597
SRR12625674.10047755	25431049	0	25431826	85M65S	2064	25431156	66M84H	85	66	25431911	25431221
SRR12625674.10048414	59814500	0	59814484	76M74S	2064	28628223	47H24M79H	76	24	59814560	28628246
SRR12625674.10052755	25430998	16	25431032	112M38S	272	77748440	119H28M3H	112	28	25431144	77748467
SRR12625674.10052946	59814550	0	59814519	44M106S	2048	22563605	45H22M83H	44	22	59814563	22563626
SRR12625674.10057397	16645017	0	16644640	68S55M27S	2064	16645116	27M123H	55	27	16644695	16645142
SRR12625674.10065240	59814535	0	59814524	35M115S	2064	214135517	47H23M80H	35	23	59814559	214135539
SRR12625674.10065828	6425119	0	6451739	78M72S	2064	6425207	72M78H	78	72	6451817	6425278
SRR12625674.10072474	52366120	16	52366168	90M60S	2048	107827024	60M90H	90	60	52366258	107827083
SRR12625674.10078389	109275202	2064	40979620	81H46M23H	2048	109274756	23M127H	46	23	40979666	109274778
SRR12625674.10082746	185317086	16	185317146	92M58S	2048	185316759	59M91H	92	59	185317238	185316817
SRR12625674.10084893	16644744	16	16644796	99M51S	2048	16709955	4H47M99H	99	47	16644895	16710001
SRR12625674.10086434	16725102	16	16725212	101M49S	272	180698249	101H24M25H	101	24	16725313	180698272
SRR12625674.10091350	155168644	16	155168693	94M56S	2048	155085466	56M94H	94	56	155168787	155085521
SRR12625674.10092185	5611511	16	5611563	74M76S	2048	68163362	28H23M99H	74	23	5611637	68163384
SRR12625674.10105452	2238356	16	2238438	71M79S	2048	2238136	20H60M70H	71	60	2238509	2238195
SRR12625674.10109860	16644645	16	16644707	77M73S	2048	16643740	73M77H	77	73	16644784	16643812
SRR12625674.10110268	825683	16	825725	100M50S	2048	827507	50M100H	100	50	825825	827556
SRR12625674.10111758	244864038	16	244864154	114M36S	2048	244864613	36M114H	114	36	244864268	244864648
SRR12625674.10111984	224708637	0	224604524	86M64S	2064	224708695	65M85H	86	65	224604610	224708759
SRR12625674.10114709	16644885	16	16644939	87M63S	2064	20732384	100H22M28H	87	22	16645026	20732405
SRR12625674.10118576	3625642	16	3625721	98M52S	2048	3624724	52M98H	98	52	3625819	3624775
SRR12625674.10124	61355776	16	61355831	77M73S	256	32542282	102H44M4H	77	44	61355908	32542325
