0	1	2	3	4	5	6	7	8	9	10	11
SRR12625674.10031070	5503343	16	5503385	86M64S	2048	8219032	65M85H	86	65	5503471	8219096
SRR12625674.10050374	70839572	16	70839625	89M61S	2048	70903277	17H45M88H	89	45	70839714	70903321
SRR12625674.10061888	118836487	0	118836160	78M72S	2064	118836560	73M77H	78	73	118836238	118836632
SRR12625674.1006383	145174765	16	145174800	104M46S	2048	145180360	46M104H	104	46	145174904	145180405
SRR12625674.10064154	2339798	16	2339949	107S28M15S	2064	152535264	15H23M112H	28	23	2339977	152535286
SRR12625674.10066887	7206378	16	7206421	101M49S	2048	4406515	50M100H	101	50	7206522	4406564
SRR12625674.10082435	145180365	16	145180383	114M36S	2048	145698562	36M114H	114	36	145180497	145698597
SRR12625674.10093572	182343598	0	182343601	37M113S	2048	77810190	114H22M14H	37	22	182343638	77810211
SRR12625674.10119486	2339830	16	2339954	85S41M24S	2048	19413862	111H22M17H	41	22	2339995	19413883
SRR12625674.10168370	120922519	16	120922521	116M34S	2048	120921896	34M116H	116	34	120922637	120921929
SRR12625674.10198565	682773	16	682866	89M61S	2064	932429	105H25M20H	89	25	682955	932453
SRR12625674.10202054	86461145	16	86461188	103M47S	2048	103198480	19H28M103H	103	28	86461291	103198507
SRR12625674.10203479	38673018	16	38673042	109M41S	2064	38673342	109H24M17H	109	24	38673151	38673365
SRR12625674.10207662	55347255	16	55347311	103M47S	2048	55395803	49M101H	103	49	55347414	55395851
SRR12625674.10214169	120923505	16	120923587	91M59S	2048	120922613	19H41M90H	91	41	120923678	120922653
SRR12625674.10221667	176195483	2064	176195719	89H33M28H	2064	176194224	121H25M4H	33	25	176195752	176194248
SRR12625674.10226261	651031	16	651097	89M61S	2048	663996	61M89H	89	61	651186	664056
SRR12625674.1023076	185148394	16	185148466	94M56S	2048	185143487	56M94H	94	56	185148560	185143542
SRR12625674.1023419	2339856	16	2339949	21S86M43S	2064	41216424	24M126H	86	24	2340035	41216447
SRR12625674.10237591	82428693	16	82428708	106M44S	2064	82429012	106H22M22H	106	22	82428814	82429033
SRR12625674.10248712	98278911	16	98278944	108M42S	2048	98261292	43M107H	108	43	98279052	98261334
SRR12625674.10265245	109479544	16	109479611	82M68S	272	155398020	10H44M96H	82	44	109479693	155398063
SRR12625674.10294325	120922520	16	120922579	116M34S	2048	120921895	34M116H	116	34	120922695	120921928
SRR12625674.10334677	70839582	16	70839633	95M55S	2048	1249081	56M94H	95	56	70839728	1249136
SRR12625674.10360260	143336405	16	143336500	97M53S	2048	143336830	38M112H	97	38	143336597	143336867
SRR12625674.103632	176195488	16	176195544	90M60S	2048	176277207	61M89H	90	61	176195634	176277267
SRR12625674.1037245	25377045	0	25377056	62M88S	2064	22620643	73H25M52H	62	25	25377118	22620667
SRR12625674.10378155	3294582	0	3293033	99M51S	2064	3294662	51M99H	99	51	3293132	3294712
SRR12625674.10381159	2339839	16	2339960	90S32M28S	2048	2342012	26M124H	32	26	2339992	2342037
SRR12625674.10385956	55395244	16	55395292	94M56S	2048	55395803	57M93H	94	57	55395386	55395859
SRR12625674.10406629	651055	16	651103	97M53S	2048	186257184	53M97H	97	53	651200	186257236
SRR12625674.104176	148441979	16	148442045	109M41S	2048	148443076	41M109H	109	41	148442154	148443116
SRR12625674.10429199	2462985	0	2462986	65M85S	2064	8408893	58H22M70H	65	22	2463051	8408914
SRR12625674.10476457	121951271	16	121951357	103M47S	2048	120422659	51M99H	103	51	121951460	120422709
SRR12625674.10499841	148442091	0	148441815	108M42S	2064	148442259	42M108H	108	42	148441923	148442300
SRR12625674.10522705	99946448	16	99946507	103M47S	2048	98261301	49M101H	103	49	99946610	98261349
SRR12625674.10523791	70839607	16	70839653	91M59S	272	178864391	114H27M9H	91	27	70839744	178864417
SRR12625674.10532218	169858186	16	169858253	78M72S	256	164438404	105H39M6H	78	39	169858331	164438442
SRR12625674.10544122	2339859	16	2339949	77S45M28S	2048	2361554	28M122H	45	28	2339994	2361581
SRR12625674.10563573	2617929	0	2462929	83M67S	2064	2617992	67M83H	83	67	2463012	2618058
SRR12625674.10568017	143336456	16	143336498	105M45S	2048	143348613	46M104H	105	46	143336603	143348658
SRR12625674.1057002	102318804	16	102318831	109M41S	2048	103198466	41M109H	109	41	102318940	103198506
SRR12625674.10615107	120832982	16	120833009	112M38S	2048	98261301	38M112H	112	38	120833121	98261338
SRR12625674.10616664	2462926	16	2462998	98M52S	2048	2487681	52M98H	98	52	2463096	2487732
