0	1	2	3	4	5	6	7	8	9	10	11
SRR12625674.1000008	4856770	0	4792736	76M74S	2064	4856825	75M75H	76	75	4792812	4856899
SRR12625674.10006639	112487112	16	112487144	102M48S	2064	112491060	102H34M14H	102	34	112487246	112491093
SRR12625674.10008200	5048370	16	5048417	88M62S	2048	4984729	62M88H	88	62	5048505	4984790
SRR12625674.10008723	4792655	16	4792670	114M36S	256	70739933	5H26M119H	114	26	4792784	70739958
SRR12625674.10010078	704365	16	704383	107M43S	2048	4984743	44M106H	107	44	704490	4984786
SRR12625674.10013105	4984697	16	4984726	99M51S	2048	4980232	52M98H	99	52	4984825	4980283
SRR12625674.10014677	4792668	16	4792715	111M39S	2048	4790811	39M111H	111	39	4792826	4790849
SRR12625674.10015731	134418587	16	134418613	95M55S	2048	134433402	55M95H	95	55	134418708	134433456
SRR12625674.10019826	4984734	16	4984770	86M64S	2048	4985522	66M84H	86	66	4984856	4985587
SRR12625674.10021242	137314009	16	137314073	86M64S	2048	137314530	46M104H	86	46	137314159	137314575
SRR12625674.10022670	4865658	0	4984691	100M50S	2064	4865762	50M100H	100	50	4984791	4865811
SRR12625674.10023454	137314532	0	137314530	64M86S	256	94417854	115H23M12H	64	23	137314594	94417876
SRR12625674.1002697	4982881	0	4984687	99M51S	2064	4982969	51M99H	99	51	4984786	4983019
SRR12625674.10027132	4984727	0	4889145	102M48S	2064	4984805	49M101H	102	49	4889247	4984853
SRR12625674.10029930	4985059	16	4985094	93M57S	2048	4984734	57M93H	93	57	4985187	4984790
SRR12625674.10030458	4795454	16	4795489	97M53S	2048	4792826	53M97H	97	53	4795586	4792878
SRR12625674.10031149	4792761	16	4792774	115M35S	2048	4799787	35M115H	115	35	4792889	4799821
SRR12625674.10032683	4975845	16	4975870	99M51S	2064	4984750	99H37M14H	99	37	4975969	4984786
SRR12625674.10042919	4981506	16	4981561	98M52S	2048	4984738	52M98H	98	52	4981659	4984789
SRR12625674.1004381	112173060	0	112487103	115M35S	2064	112173144	36M114H	115	36	112487218	112173179
SRR12625674.10044902	136546319	16	136546371	102M48S	2048	135349139	48M102H	102	48	136546473	135349186
SRR12625674.10045151	4984730	16	4984766	116M34S	2048	91881796	34M116H	116	34	4984882	91881829
SRR12625674.10046285	4792702	16	4792761	66M84S	2048	4782786	13H22M115H	66	22	4792827	4782807
SRR12625674.10047655	4993036	16	4993131	64M86S	2064	4984750	64H56M30H	64	56	4993195	4984805
SRR12625674.10049525	4984761	16	4984786	111M39S	2048	4943521	39M111H	111	39	4984897	4943559
SRR12625674.10056848	136791668	0	136847226	96M54S	2064	136791759	54M96H	96	54	136847322	136791812
SRR12625674.10058987	21907276	16	21907327	105M45S	2048	4984763	48M102H	105	48	21907432	4984810
SRR12625674.10059911	4786408	16	4786495	94M56S	2064	4792745	94H35M21H	94	35	4786589	4792779
SRR12625674.10060603	15279498	16	15279664	87M63S	2048	4984748	38M112H	87	38	15279751	4984785
SRR12625674.10068481	70413252	16	70413291	94M56S	2048	70412587	57M93H	94	57	70413385	70412643
SRR12625674.10072509	137314555	0	137314531	61M89S	2048	5684274	119H26M5H	61	26	137314592	5684299
SRR12625674.10075098	4792800	16	4792717	110M40S	2064	4828411	109H22M19H	110	22	4792827	4828432
SRR12625674.10076167	4984624	16	4984790	106M44S	2048	4985995	44M106H	106	44	4984896	4986038
SRR12625674.10079051	4986781	0	4984739	88M62S	2064	4986838	64M86H	88	64	4984827	4986901
SRR12625674.10081178	4864310	16	4864361	103M47S	2048	4984759	47M103H	103	47	4864464	4984805
SRR12625674.10087069	4792740	16	4792773	88M62S	272	90591633	123H23M4H	88	23	4792861	90591655
SRR12625674.10087732	137314532	0	137314530	62M88S	256	94417854	115H23M12H	62	23	137314592	94417876
SRR12625674.10089907	4582898	16	4582939	87M63S	2048	4984759	63M87H	87	63	4583026	4984821
SRR12625674.10095892	4889612	16	4889654	103M47S	2048	4984739	48M102H	103	48	4889757	4984786
SRR12625674.10101913	4796451	16	4796484	110M40S	2048	4792784	42M108H	110	42	4796594	4792825
SRR12625674.10103907	4662741	16	4662806	79M71S	2064	4984755	79H31M40H	79	31	4662885	4984785
SRR12625674.10104547	4984546	16	4984681	106M44S	2048	4698934	46M104H	106	46	4984787	4698979
SRR12625674.10109681	6961261	16	6961316	85M65S	2048	4792745	65M85H	85	65	6961401	4792809
SRR12625674.10110832	4983557	16	4983611	107M43S	2048	4984762	44M106H	107	44	4983718	4984805
SRR12625674.10114887	4930992	16	4931033	95M55S	2048	4984814	55M95H	95	55	4931128	4984868
SRR12625674.10116541	4809365	0	4792701	83M67S	2064	4809462	67M83H	83	67	4792784	4809528
SRR12625674.10118409	121610666	16	121610666	7S119M24S	2048	126626471	25M125H	119	25	121610785	126626495
SRR12625674.10121190	4794062	0	4792787	15S91M44S	2064	4794178	44M106H	91	44	4792878	4794221
SRR12625674.10122342	4984793	16	4984851	114M36S	2048	95013832	36M114H	114	36	4984965	95013867
SRR12625674.1012344	4984315	16	4984449	72M78S	2064	4984854	70H67M13H	72	67	4984521	4984920
SRR12625674.10126183	4984241	16	4984309	95M55S	2048	4984736	56M94H	95	56	4984404	4984791
SRR12625674.10127130	4984691	16	4984742	81M69S	2048	4785580	70M80H	81	70	4984823	4785649
SRR12625674.10131186	4884365	0	4792713	97M53S	2064	4884448	54M96H	97	54	4792810	4884501
SRR12625674.10133315	137279397	16	137279471	95M55S	2048	137277726	55M95H	95	55	137279566	137277780
SRR12625674.10135742	4984687	16	4984699	107M43S	2048	4985597	43M107H	107	43	4984806	4985639
SRR12625674.10139684	130700719	16	130700761	100M50S	2048	130177109	51M99H	100	51	130700861	130177159
SRR12625674.10141994	4792639	16	4792675	96M54S	2064	109106204	109H24M17H	96	24	4792771	109106227
SRR12625674.10144807	131276170	16	131276206	85M65S	2048	131276598	67M83H	85	67	131276291	131276664
SRR12625674.10149069	4763179	0	4792731	79M71S	2064	4763289	71M79H	79	71	4792810	4763359
SRR12625674.1014982	4983888	16	4983929	117M33S	2048	4984750	35M115H	117	35	4984046	4984784
SRR12625674.10152635	87447112	16	87447131	113M37S	2048	4792772	38M112H	113	38	87447244	4792809
SRR12625674.10154611	5084296	16	5084345	79M71S	2048	4984503	52M98H	79	52	5084424	4984554
SRR12625674.10155966	4791548	16	4791586	94M56S	2048	4792702	52M98H	94	52	4791680	4792753
SRR12625674.10156196	4984683	16	4984741	82M68S	2048	5016198	70M80H	82	70	4984823	5016267
SRR12625674.10158445	4871335	16	4871346	115M35S	2048	4984841	37M113H	115	37	4871461	4984877
SRR12625674.10158861	27330403	16	27330430	104M46S	2048	27331079	48M102H	104	48	27330534	27331126
SRR12625674.10161096	4793213	0	4792828	92M58S	2064	4793369	58M92H	92	58	4792920	4793426
SRR12625674.10163643	4870706	0	4984731	92M58S	2064	4870804	59M91H	92	59	4984823	4870862
SRR12625674.10169739	4792732	16	4792827	95M55S	2048	4763040	55M95H	95	55	4792922	4763094
SRR12625674.10171120	126399254	16	126399292	111M39S	2048	129413156	42M108H	111	42	126399403	129413197
SRR12625674.10171981	4923552	16	4923574	117M33S	2048	4984788	34M116H	117	34	4923691	4984821
SRR12625674.10172014	4935199	16	4935302	104M46S	2048	4984763	43M107H	104	43	4935406	4984805
SRR12625674.10172615	134680908	16	134681015	93M57S	2048	134681347	57M93H	93	57	134681108	134681403
SRR12625674.10172663	4984633	16	4984712	79M71S	2048	4985969	71M79H	79	71	4984791	4986039
SRR12625674.10175390	4979699	0	4984719	87M63S	2064	4979799	64M86H	87	64	4984806	4979862
SRR12625674.10177654	4984660	16	4984729	96M54S	2048	4794797	55M95H	96	55	4984825	4794851
SRR12625674.10180768	126495014	16	126495056	116M34S	2048	134136060	35M115H	116	35	126495172	134136094
SRR12625674.10181158	137314557	0	137314530	62M88S	256	94417854	115H23M12H	62	23	137314592	94417876
SRR12625674.10182177	68342350	16	68342393	92M58S	2048	70412593	58M92H	92	58	68342485	70412650
SRR12625674.10182499	134519828	16	134519861	111M39S	2048	137590671	39M111H	111	39	134519972	137590709
SRR12625674.10185822	4792674	16	4792701	111M39S	2048	4852574	40M110H	111	40	4792812	4852613
SRR12625674.10188496	4416700	16	4416733	102M48S	2048	4792783	44M106H	102	44	4416835	4792826
SRR12625674.10189450	4792661	16	4792682	102M48S	2048	22009340	49M101H	102	49	4792784	22009388
SRR12625674.10189935	4803050	16	4803079	96M54S	2048	4792772	55M95H	96	55	4803175	4792826
