0	1	2	3	4	5	6	7	8	9	10	11
SRR12625672.10001089	134483322	16	134483452	40M110S	2048	134480623	88H22M40H	40	22	134483492	134480644
SRR12625672.10005022	28179963	16	28180054	95M55S	2048	28235348	55M95H	95	55	28180149	28235402
SRR12625672.10015838	25369944	16	25369947	115M35S	2048	25356367	35M115H	115	35	25370062	25356401
SRR12625672.10020455	116932743	16	116932808	81M69S	2048	116862463	14H56M80H	81	56	116932889	116862518
SRR12625672.1002128	66523383	16	66523538	105M45S	2048	66475980	45M105H	105	45	66523643	66476024
SRR12625672.10022230	114923004	16	114923066	108M42S	2048	114955628	42M108H	108	42	114923174	114955669
SRR12625672.10025000	128201201	16	128201229	116M34S	2048	128208489	32M118H	116	32	128201345	128208520
SRR12625672.1002640	55394646	0	55394657	80M70S	2064	134991189	37H23M90H	80	23	55394737	134991211
SRR12625672.100276	64902595	16	64902601	114M36S	2048	65038000	35M115H	114	35	64902715	65038034
SRR12625672.10032294	112220675	16	112220731	100M50S	2048	116862463	51M99H	100	51	112220831	116862513
SRR12625672.10032580	1901723	0	1902302	96M54S	2064	1901787	54M96H	96	54	1902398	1901840
SRR12625672.10040429	149589870	0	116862446	16S72M62S	2064	149589956	62M88H	72	62	116862518	149590017
SRR12625672.10051156	35861620	16	35861788	39M111S	2048	39811820	57H22M71H	39	22	35861827	39811841
SRR12625672.10070149	91254652	16	91254714	78M72S	2048	116862447	73M77H	78	73	91254792	116862519
SRR12625672.10073213	1901635	16	1901699	103M47S	2048	27848095	47M103H	103	47	1901802	27848141
SRR12625672.10075080	47479035	16	47479144	43M107S	2048	109819506	49H22M79H	43	22	47479187	109819527
SRR12625672.1008725	102572365	16	102671550	71M79S	272	102572470	71M79H	71	71	102671621	102572540
SRR12625672.10088797	28180057	16	28180114	75M75S	2048	30166020	58M92H	75	58	28180189	30166077
SRR12625672.10089189	984358	16	984462	76M74S	2048	984123	75M75H	76	75	984538	984197
SRR12625672.10093588	28340372	16	28340539	103M47S	2048	28180102	50M100H	103	50	28340642	28180151
SRR12625672.1009651	123749074	16	123749143	86M64S	2048	123749609	64M86H	86	64	123749229	123749672
SRR12625672.10098645	44018982	16	44019051	90M60S	2048	8231048	62M88H	90	62	44019141	8231109
SRR12625672.10102752	116987188	16	116987215	97M53S	2048	116862463	53M97H	97	53	116987312	116862515
SRR12625672.1010480	102478731	16	102478827	94M56S	2048	102572603	56M94H	94	56	102478921	102572658
SRR12625672.10109040	140367798	16	140367945	35M115S	272	1184246	27M123H	35	27	140367980	1184272
SRR12625672.10113594	28196614	0	28180073	100M50S	2064	28196751	50M100H	100	50	28180173	28196800
SRR12625672.10114502	102572366	16	102671529	103M47S	272	102572449	103M47H	103	103	102671632	102572551
SRR12625672.10115062	28179948	16	28180119	86M64S	272	146918524	86H30M34H	86	30	28180205	146918553
SRR12625672.10121720	158813951	16	158813986	3S115M32S	2048	154966834	33M117H	115	33	158814101	154966866
SRR12625672.10126935	1879786	16	1879838	87M63S	2048	1901741	64M86H	87	64	1879925	1901804
SRR12625672.10129259	102572378	16	102671565	98M52S	272	102572485	98M52H	98	98	102671663	102572582
SRR12625672.10129515	98118800	16	98118833	92M58S	2048	98281472	59M91H	92	59	98118925	98281530
SRR12625672.10131643	28090040	0	28180068	82M68S	2064	28090102	70M80H	82	70	28180150	28090171
SRR12625672.10131650	102572348	16	102572466	117M33S	272	102671546	117M33H	117	117	102572583	102671662
