0	1	2	3	4	5	6	7	8	9	10	11
SRR12625674.10005005	42041061	16	42041088	104M46S	2048	41941801	46M104H	104	46	42041192	41941846
SRR12625674.10015910	6546244	16	6546268	114M36S	2048	6552282	36M114H	114	36	6546382	6552317
SRR12625674.10018206	41961168	16	41961186	117M33S	2048	41941809	34M116H	117	34	41961303	41941842
SRR12625674.1002116	127266627	16	127266710	108M42S	2064	127267636	108H30M12H	108	30	127266818	127267665
SRR12625674.10032418	41940479	16	41940520	111M39S	2048	41941805	39M111H	111	39	41940631	41941843
SRR12625674.10035350	41942436	16	41942482	109M41S	2048	41941805	42M108H	109	42	41942591	41941846
SRR12625674.10036629	717050	16	717109	93M57S	2048	24911133	58M92H	93	58	717202	24911190
SRR12625674.10036819	7727935	0	7726927	79M71S	2064	7727992	72M78H	79	72	7727006	7728063
SRR12625674.10039946	41941401	16	41941468	95M55S	2048	41941808	56M94H	95	56	41941563	41941863
SRR12625674.10043370	424323	256	424747	47M103H	2048	44270532	69H22M59H	47	22	424794	44270553
SRR12625674.10047410	41939885	16	41939948	84M66S	2048	41941835	68M82H	84	68	41940032	41941902
SRR12625674.10048944	41941767	16	41941786	113M37S	2048	41945829	37M113H	113	37	41941899	41945865
SRR12625674.10059417	41941630	16	41941652	111M39S	2048	42041415	40M110H	111	40	41941763	42041454
SRR12625674.10060928	41941800	16	41941823	119M31S	2048	41943221	32M118H	119	32	41941942	41943252
SRR12625674.10061269	41941766	16	41941786	110M40S	272	31831127	113H24M13H	110	24	41941896	31831150
SRR12625674.10063123	41942083	16	41942157	106M44S	2048	41941803	44M106H	106	44	41942263	41941846
SRR12625674.1006352	41938154	16	41938194	111M39S	2048	41941805	39M111H	111	39	41938305	41941843
SRR12625674.1006445	139375307	16	139375357	83M67S	2048	139374602	67M83H	83	67	139375440	139374668
SRR12625674.10066347	139509168	16	139509248	105M45S	2048	139375399	46M104H	105	46	139509353	139375444
SRR12625674.10069219	42045571	16	42045624	79M71S	2048	41941885	75M75H	79	75	42045703	41941959
SRR12625674.10073112	41941807	16	41941867	111M39S	2048	42017207	39M111H	111	39	41941978	42017245
SRR12625674.10075589	41952182	0	41941809	3S95M52S	2064	41952258	52M98H	95	52	41941904	41952309
SRR12625674.10077345	160767119	16	160767181	106M44S	2064	160766553	105H32M13H	106	32	160767287	160766584
SRR12625674.10077470	42025970	16	42026002	120M30S	2048	41941805	31M119H	120	31	42026122	41941835
SRR12625674.1007951	41944746	16	41944872	66M84S	2048	41941807	19H65M66H	66	65	41944938	41941871
SRR12625674.10081068	41941324	16	41941385	109M41S	2048	41941805	43M107H	109	43	41941494	41941847
SRR12625674.10082865	127179987	16	127180056	73M77S	2064	127266753	73H60M17H	73	60	127180129	127266812
SRR12625674.1008307	41941750	16	41941818	87M63S	2048	42017166	67M83H	87	67	41941905	42017232
SRR12625674.10085883	37170598	16	37170670	89M61S	2048	41533982	23M127H	89	23	37170759	41534004
SRR12625674.10089765	41957601	16	41957640	99M51S	2048	41941809	52M98H	99	52	41957739	41941860
SRR12625674.10093331	41936571	16	41936639	88M62S	2048	41941838	62M88H	88	62	41936727	41941899
SRR12625674.10100539	125750585	16	125750716	94M56S	2048	125749710	56M94H	94	56	125750810	125749765
SRR12625674.10103116	41936781	16	41936781	7S119M24S	2048	41941808	26M124H	119	26	41936900	41941833
SRR12625674.101123	32096055	16	32096133	102M48S	2048	32097507	50M100H	102	50	32096235	32097556
SRR12625674.10117008	158222293	16	158222319	113M37S	2048	158644746	37M113H	113	37	158222432	158644782
SRR12625674.10118775	42040567	16	42040610	111M39S	2048	41941809	39M111H	111	39	42040721	41941847
SRR12625674.10119433	7726812	16	7726842	116M34S	2048	7820297	36M114H	116	36	7726958	7820332
