0	1	2	3	4	5	6	7	8	9	10	11
SRR12625674.10006800	7561713	16	7561754	113M37S	2048	7660105	24M126H	113	24	7561867	7660128
SRR12625674.10007620	43833187	16	43833221	111M39S	2048	43828869	41M109H	111	41	43833332	43828909
SRR12625674.10012376	76737166	16	76737197	86M64S	2048	76383034	63M87H	86	63	76737283	76383096
SRR12625674.10013670	81031062	0	81034780	86M64S	2064	81031189	64M86H	86	64	81034866	81031252
SRR12625674.1001863	68200392	16	68200457	87M63S	2048	68199324	63M87H	87	63	68200544	68199386
SRR12625674.10026061	81034719	0	81034741	45M105S	2048	1558770	101H22M27H	45	22	81034786	1558791
SRR12625674.10029539	64919493	16	64919504	114M36S	2048	64924865	37M113H	114	37	64919618	64924901
SRR12625674.10029552	43833201	16	43833225	112M38S	2048	43832088	39M111H	112	39	43833337	43832126
SRR12625674.10035918	77426248	16	77426330	103M47S	2048	79024069	33M117H	103	33	77426433	79024101
SRR12625674.10036866	79802792	0	79802784	110M40S	2064	1558770	6H22M122H	110	22	79802894	1558791
SRR12625674.10037149	43854390	16	43833228	30S109M11S	2064	43854478	30M120H	109	30	43833337	43854507
SRR12625674.10040371	43833135	16	43833173	114M36S	2048	43857541	37M113H	114	37	43833287	43857577
SRR12625674.10043738	12081766	16	12081841	83M67S	2048	36948791	67M83H	83	67	12081924	36948857
SRR12625674.10046493	81034804	16	81034817	108M42S	2048	81021336	45M105H	108	45	81034925	81021380
SRR12625674.10048902	81044297	0	48747597	107M43S	2064	81044526	43M107H	107	43	48747704	81044568
SRR12625674.10051424	1087773	0	1080285	95M55S	2064	1087839	51M99H	95	51	1080380	1087889
SRR12625674.1005193	62627658	16	62627723	111M39S	2048	62627387	40M110H	111	40	62627834	62627426
SRR12625674.10055824	62399274	16	62399355	78M72S	256	82473244	92H41M17H	78	41	62399433	82473284
SRR12625674.10057385	79802778	0	79800277	79M71S	2064	79802826	72M78H	79	72	79800356	79802897
SRR12625674.10058583	50484219	16	50484250	110M40S	2048	50346068	5H35M110H	110	35	50484360	50346102
SRR12625674.10058606	3772825	16	3772911	94M56S	2048	2938012	56M94H	94	56	3773005	2938067
SRR12625674.10066939	38605860	16	38605860	6S117M27S	2048	38603046	27M123H	117	27	38605977	38603072
SRR12625674.10071489	81495088	16	81495169	68M82S	2048	81479384	34M116H	68	34	81495237	81479417
SRR12625674.10077904	76868660	16	76868682	96M54S	2064	4272761	96H23M31H	96	23	76868778	4272783
SRR12625674.10082683	2937952	16	2937978	108M42S	2048	2947609	20H22M108H	108	22	2938086	2947630
SRR12625674.10090624	62627690	16	62627756	78M72S	2048	61057903	72M78H	78	72	62627834	61057974
SRR12625674.10092671	7561707	0	7061834	85M65S	2064	7561808	65M85H	85	65	7061919	7561872
SRR12625674.10094155	1562223	16	1562368	92M58S	2048	1574282	58M92H	92	58	1562460	1574339
SRR12625674.1009642	4864789	16	4864888	79M71S	2064	82051849	109H22M19H	79	22	4864967	82051870
SRR12625674.10097185	37359227	16	37359298	66M84S	2064	37373721	66H37M47H	66	37	37359364	37373757
SRR12625674.10099290	75047117	16	75047152	100M50S	2048	75855518	22H28M100H	100	28	75047252	75855545
SRR12625674.10101557	81034755	0	81034754	32M118S	2064	44893765	100H22M28H	32	22	81034786	44893786
SRR12625674.10102188	81034720	0	81034741	32M118S	2048	74668392	38H22M90H	32	22	81034773	74668413
SRR12625674.10108972	81487918	2048	81487528	43M107H	256	5035733	18H23M109H	43	23	81487571	5035755
SRR12625674.10113231	3556899	16	3556929	106M44S	2048	2938024	44M106H	106	44	3557035	2938067
SRR12625674.10113441	7561656	0	7589437	80M70S	2064	7561698	71M79H	80	71	7589517	7561768
SRR12625674.10122579	76737114	0	76423733	98M52S	2064	76737192	52M98H	98	52	76423831	76737243
SRR12625674.1012440	43823063	16	43823103	92M58S	2048	43833219	58M92H	92	58	43823195	43833276
SRR12625674.10134087	81034727	0	81034748	38M112S	2064	65901984	93H23M34H	38	23	81034786	65902006
SRR12625674.1013425	79802765	16	79802811	88M62S	2048	80206067	66M84H	88	66	79802899	80206132
SRR12625674.10138569	76737138	16	76737173	105M45S	2048	76726812	26M124H	105	26	76737278	76726837
SRR12625674.10142500	74859795	16	74859871	82M68S	2048	74858660	69M81H	82	69	74859953	74858728
SRR12625674.101430	79802776	16	79802790	109M41S	2048	79803217	43M107H	109	43	79802899	79803259
SRR12625674.10144236	33522776	0	43833225	95M55S	2064	33522872	55M95H	95	55	43833320	33522926
SRR12625674.10146395	2937070	16	2937128	85M65S	2048	2938008	62M88H	85	62	2937213	2938069
SRR12625674.10152670	73770587	16	73770602	120M30S	2048	73748531	30M120H	120	30	73770722	73748560
SRR12625674.10160078	48876043	16	48876092	76M74S	2064	50346042	76H64M10H	76	64	48876168	50346105
SRR12625674.10163004	2946567	0	2937994	108M42S	2064	2946671	44M106H	108	44	2938102	2946714
SRR12625674.10164198	49365710	16	49365784	75M75S	2064	50346043	74H60M16H	75	60	49365859	50346102
SRR12625674.10164577	1087730	16	1087760	93M57S	2048	809754	57M93H	93	57	1087853	809810
SRR12625674.10165837	43831819	16	43831857	108M42S	2064	43833233	108H26M16H	108	26	43831965	43833258
SRR12625674.10166157	81034725	0	81034738	48M102S	2064	57256714	21H22M107H	48	22	81034786	57256735
SRR12625674.10170682	38605808	16	38605826	105M45S	2048	36797183	46M104H	105	46	38605931	36797228
SRR12625674.10170975	36947031	16	36947087	99M51S	2048	36948816	51M99H	99	51	36947186	36948866
SRR12625674.10174609	75047144	16	75047175	93M57S	2048	75109884	57M93H	93	57	75047268	75109940
SRR12625674.10181269	62627753	16	62627820	82M68S	2048	55264983	20H48M82H	82	48	62627902	55265030
SRR12625674.10183277	43832228	16	43832268	88M62S	2048	43833234	62M88H	88	62	43832356	43833295
SRR12625674.10184146	62627724	16	62627764	104M46S	2048	13855528	14H23M113H	104	23	62627868	13855550
SRR12625674.10193670	49544324	0	39529457	85M65S	2064	49544411	67M83H	85	67	39529542	49544477
SRR12625674.10195391	36946269	16	36946345	97M53S	2048	36948828	15H38M97H	97	38	36946442	36948865
SRR12625674.1019757	75205283	16	75205319	112M38S	2048	75176000	38M112H	112	38	75205431	75176037
SRR12625674.10208008	48747493	0	44792459	111M39S	2064	48747646	39M111H	111	39	44792570	48747684
SRR12625674.10208640	81034731	0	81034747	39M111S	2064	65901984	92H23M35H	39	23	81034786	65902006
SRR12625674.10208856	79802796	0	79802802	92M58S	2048	44569055	99H23M28H	92	23	79802894	44569077
SRR12625674.10214877	81034720	0	81034739	47M103S	2064	65901984	84H23M43H	47	23	81034786	65902006
SRR12625674.10215508	43832636	16	43832683	75M75S	2048	43833221	75M75H	75	75	43832758	43833295
SRR12625674.10217941	44078626	16	44078684	93M57S	2048	43833230	57M93H	93	57	44078777	43833286
SRR12625674.10220804	43855097	16	43855162	93M57S	2048	43833209	59M91H	93	59	43855255	43833267
SRR12625674.10221588	81960059	16	81960116	96M54S	2048	15201050	34H23M93H	96	23	81960212	15201072
SRR12625674.1022223	46771832	0	46771829	17S50M83S	2048	1558770	116H22M12H	50	22	46771879	1558791
SRR12625674.10222285	81034748	0	81034761	25M125S	2048	1558770	81H22M47H	25	22	81034786	1558791
SRR12625674.10224940	2692497	16	2692569	101M49S	2048	2692078	50M100H	101	50	2692670	2692127
SRR12625674.1022565	43833085	0	34229199	113M37S	2064	43833258	38M112H	113	38	34229312	43833295
SRR12625674.10231670	43833184	0	43834066	81M69S	2064	43833267	70M80H	81	70	43834147	43833336
SRR12625674.10231909	75914821	0	75914763	43M107S	2064	6895657	6H23M121H	43	23	75914806	6895679
SRR12625674.10232874	68199283	0	68179615	109M41S	2064	68199396	41M109H	109	41	68179724	68199436
SRR12625674.1023395	2094294	272	2094420	40M110H	272	31117162	38M112H	40	38	2094460	31117199
SRR12625674.10237963	76537487	0	76533440	10S113M27S	2064	76537635	27M123H	113	27	76533553	76537661
SRR12625674.10239017	75763837	0	75896946	97M53S	2064	75763942	54M96H	97	54	75897043	75763995
SRR12625674.1023985	62627718	16	62627717	3S117M30S	2048	62625203	30M120H	117	30	62627834	62625232
SRR12625674.1024033	30339119	16	30339166	87M63S	2064	76737212	86H61M3H	87	61	30339253	76737272
SRR12625674.10242042	7018628	0	7018629	71M79S	2048	74668392	115H22M13H	71	22	7018700	74668413
SRR12625674.10244131	1079229	16	1079362	90M60S	2048	1078979	60M90H	90	60	1079452	1079038
SRR12625674.10245288	81037474	16	81037560	86M64S	2048	81034845	64M86H	86	64	81037646	81034908
SRR12625674.10246954	68199283	16	68199352	85M65S	2048	68760022	66M84H	85	66	68199437	68760087
SRR12625674.10249955	76737125	16	76737183	83M67S	2048	76736427	69M81H	83	69	76737266	76736495
SRR12625674.10251966	81034709	16	81034755	106M44S	2048	81031786	44M106H	106	44	81034861	81031829
SRR12625674.10252335	43398980	16	43399049	112M38S	2064	43823346	110H25M15H	112	25	43399161	43823370
SRR12625674.10253529	81034716	0	81034711	18S75M57S	2064	65901983	36H24M90H	75	24	81034786	65902006
SRR12625674.10259386	36482983	0	36948817	100M50S	2064	36483054	50M100H	100	50	36948917	36483103
SRR12625674.10260286	81034718	0	81034698	34S88M28S	2064	65901983	7H24M119H	88	24	81034786	65902006
SRR12625674.10260604	43833128	16	43833194	93M57S	2048	43846399	57M93H	93	57	43833287	43846455
SRR12625674.10264127	49711374	16	49711449	109M41S	2048	2049978	41M109H	109	41	49711558	2050018
SRR12625674.10265470	81034719	0	81034725	61M89S	2048	16354765	63H22M65H	61	22	81034786	16354786
SRR12625674.10270675	7561657	16	7561699	106M44S	2048	7439301	45M105H	106	45	7561805	7439345
SRR12625674.10273644	75901678	16	75901730	111M39S	2048	75823299	40M110H	111	40	75901841	75823338
SRR12625674.1027935	37062380	0	37359273	78M72S	2064	37062454	73M77H	78	73	37359351	37062526
SRR12625674.10281520	7561610	16	7561737	91M59S	2048	7577404	59M91H	91	59	7561828	7577462
SRR12625674.10285083	81034788	16	81034829	94M56S	2048	81029953	57M93H	94	57	81034923	81030009
SRR12625674.10285210	79802781	16	79802807	93M57S	2048	79801253	58M92H	93	58	79802900	79801310
SRR12625674.10292270	81044354	16	81044423	109M41S	2048	81034835	42M108H	109	42	81044532	81034876
SRR12625674.10295440	81960044	16	81960113	99M51S	2048	82025733	51M99H	99	51	81960212	82025783
SRR12625674.10296167	43833093	16	43833165	114M36S	2048	78673736	36M114H	114	36	43833279	78673771
SRR12625674.10300818	43842591	16	43842666	76M74S	2048	43833230	74M76H	76	74	43842742	43833303
SRR12625674.10301238	7561719	0	7561450	123M27S	2064	7561836	27M123H	123	27	7561573	7561862
SRR12625674.10303112	6628317	16	6628370	94M56S	2048	75109876	58M92H	94	58	6628464	75109933
SRR12625674.10312375	7537286	16	7537364	112M38S	2048	7561707	39M111H	112	39	7537476	7561745
SRR12625674.10315400	41892351	16	41892423	99M51S	2048	43833230	51M99H	99	51	41892522	43833280
SRR12625674.1032073	7934570	0	7561720	108M42S	2064	7934679	44M106H	108	44	7561828	7934722
SRR12625674.10321599	43833187	16	43833220	84M66S	2048	43832650	66M84H	84	66	43833304	43832715
SRR12625674.10321682	61771814	16	61771860	89M61S	272	49831212	38H51M61H	89	51	61771949	49831262
SRR12625674.10322342	43833167	16	43833184	112M38S	2048	44546828	39M111H	112	39	43833296	44546866
SRR12625674.10326656	43828268	0	43833200	97M53S	2064	43828368	54M96H	97	54	43833297	43828421
SRR12625674.10334544	62627665	16	62627753	81M69S	2048	60705811	70M80H	81	70	62627834	60705880
SRR12625674.10335007	67909044	16	67909110	79M71S	2048	43833182	70M80H	79	70	67909189	43833251
SRR12625674.10335897	2938022	16	2938051	104M46S	2064	6766711	103H22M25H	104	22	2938155	6766732
SRR12625674.10337590	45132849	16	45132903	91M59S	2048	45133327	59M91H	91	59	45132994	45133385
SRR12625674.10342862	37359310	16	37359346	102M48S	2048	37528307	48M102H	102	48	37359448	37528354
SRR12625674.10343034	7383997	16	7384018	107M43S	2048	7389672	44M106H	107	44	7384125	7389715
SRR12625674.10346471	18183587	16	18183638	89M61S	2048	37359303	61M89H	89	61	18183727	37359363
SRR12625674.10348427	7561707	16	7561725	109M41S	2048	7591952	41M109H	109	41	7561834	7591992
SRR12625674.10352449	31392021	0	31392030	31M119S	2064	44569056	101H22M27H	31	22	31392061	44569077
SRR12625674.10365305	47324383	16	47324434	77M73S	2048	37359291	73M77H	77	73	47324511	37359363
SRR12625674.10371736	43833148	16	43833224	113M37S	2048	40551105	37M113H	113	37	43833337	40551141
SRR12625674.10373498	44356417	16	44356494	94M56S	2048	44597873	56M94H	94	56	44356588	44597928
SRR12625674.10384899	2937952	16	2938055	100M50S	2048	6002461	51M99H	100	51	2938155	6002511
SRR12625674.10386494	43833128	0	45832280	86M64S	2064	43833228	37M113H	86	37	45832366	43833264
SRR12625674.10387082	81039752	16	81039813	101M49S	2064	81034845	101H34M15H	101	34	81039914	81034878
SRR12625674.10392260	7407174	0	7561726	104M46S	2064	7407288	48M102H	104	48	7561830	7407335
SRR12625674.10395330	81034751	0	81034734	52M98S	2064	1076715	8H23M119H	52	23	81034786	1076737
SRR12625674.10397552	62627649	0	77629291	100M50S	2064	62627783	51M99H	100	51	77629391	62627833
SRR12625674.10399947	31488048	16	31488108	114M36S	2048	31489833	37M113H	114	37	31488222	31489869
SRR12625674.10402621	1648765	16	1648819	77M73S	256	64366548	20H32M98H	77	32	1648896	64366579
SRR12625674.10408373	57631796	16	57631827	91M59S	2048	57628928	59M91H	91	59	57631918	57628986
SRR12625674.10410729	28951364	16	28951382	101M49S	2048	28897583	50M100H	101	50	28951483	28897632
SRR12625674.10425519	76737129	16	76737197	75M75S	2048	76731331	63M87H	75	63	76737272	76731393
SRR12625674.10425531	82152461	0	82152425	52S93M5S	2048	82151955	54M96H	93	54	82152518	82152008
SRR12625674.10427811	58329641	16	58329691	77M73S	2064	75109878	76H55M19H	77	55	58329768	75109932
SRR12625674.10433270	1087723	16	1087742	113M37S	2048	2392687	33M117H	113	33	1087855	2392719
SRR12625674.10434726	7561707	0	7356327	76M74S	2064	7561754	75M75H	76	75	7356403	7561828
SRR12625674.10436698	2938036	16	2938074	107M43S	2048	2939409	43M107H	107	43	2938181	2939451
SRR12625674.10447821	43833146	16	43833209	73M77S	272	51309887	104H29M17H	73	29	43833282	51309915
SRR12625674.10452164	45333510	16	45333548	118M32S	2048	45333864	32M118H	118	32	45333666	45333895
SRR12625674.10456335	76737118	16	76737164	94M56S	2048	76736500	7H49M94H	94	49	76737258	76736548
SRR12625674.10465205	76736078	16	76736126	92M58S	2048	76737207	58M92H	92	58	76736218	76737264
SRR12625674.10466990	81034716	2048	81035064	46M104H	2064	44569056	5H23M122H	46	23	81035110	44569078
SRR12625674.10471245	81034701	0	75592777	107M43S	2064	81034836	44M106H	107	44	75592884	81034879
SRR12625674.10478425	8151948	16	8151963	109M41S	2048	8152388	45M105H	109	45	8152072	8152432
SRR12625674.10498850	62627517	16	62627688	81M69S	2048	62421543	70M80H	81	70	62627769	62421612
SRR12625674.10503095	76586450	16	76586490	108M42S	2048	76585995	42M108H	108	42	76586598	76586036
SRR12625674.10504105	2692346	0	2692024	110M40S	2064	2692487	40M110H	110	40	2692134	2692526
SRR12625674.1050775	81487876	256	298592	26H64M60H	2064	81488020	36M114H	64	36	298656	81488055
SRR12625674.10508310	81034716	0	81034719	19S67M64S	2064	65901984	45H23M82H	67	23	81034786	65902006
SRR12625674.10512258	57106198	0	57107533	79M71S	2064	57106273	74M76H	79	74	57107612	57106346
SRR12625674.10512659	31488052	16	31488115	107M43S	2048	745026	43M107H	107	43	31488222	745068
SRR12625674.10515306	28889559	16	28889637	116M34S	256	42465873	36H70M44H	116	70	28889753	42465942
SRR12625674.10518814	81034725	0	81034738	48M102S	2064	65901984	83H23M44H	48	23	81034786	65902006
