0	1	2	3	4	5	6	7	8	9	10	11
SRR12625674.10001367	5226501	0	5227138	107M43S	2064	5226648	45M105H	107	45	5227245	5226692
SRR12625674.10002366	5234327	16	5234445	110M40S	2048	5239828	40M110H	110	40	5234555	5239867
SRR12625674.10005919	75017908	16	75017976	111M39S	2048	73142175	39M111H	111	39	75018087	73142213
SRR12625674.1000650	130622866	16	130622943	90M60S	2048	5234479	60M90H	90	60	130623033	5234538
SRR12625674.10011659	9091443	16	9091496	97M53S	2048	9090311	53M97H	97	53	9091593	9090363
SRR12625674.1001176	5227042	16	5227096	104M46S	2048	5532812	46M104H	104	46	5227200	5532857
SRR12625674.10012871	33257219	16	33257251	105M45S	2048	33738954	46M104H	105	46	33257356	33738999
SRR12625674.10014183	5227074	16	5227170	94M56S	2048	5236624	57M93H	94	57	5227264	5236680
SRR12625674.10018859	5225199	16	5225247	85M65S	2048	5227076	66M84H	85	66	5225332	5227141
SRR12625674.1002134	5234468	16	5234491	95M55S	2048	5225680	55M95H	95	55	5234586	5225734
SRR12625674.10024125	5445031	16	5445067	86M64S	2048	5227134	66M84H	86	66	5445153	5227199
SRR12625674.10024930	76680904	0	76680914	116M34S	2064	76923722	11H23M116H	116	23	76681030	76923744
SRR12625674.10026431	5227079	0	5285037	91M59S	2064	5227205	60M90H	91	60	5285128	5227264
SRR12625674.10029715	64792260	0	64792247	89M61S	2064	12627007	40H22M88H	89	22	64792336	12627028
SRR12625674.10029762	5234458	16	5234504	115M35S	2048	5235455	38M112H	115	38	5234619	5235492
SRR12625674.10030685	5226345	16	5226386	110M40S	2048	5227073	40M110H	110	40	5226496	5227112
SRR12625674.10035828	5226978	0	5253574	82M68S	2064	5227032	68M82H	82	68	5253656	5227099
SRR12625674.10036150	119366830	16	119366845	113M37S	2048	119365544	37M113H	113	37	119366958	119365580
SRR12625674.1003644	5226915	16	5227047	95M55S	2048	27436514	29M121H	95	29	5227142	27436542
SRR12625674.10039387	75679657	16	75679745	64M86S	2064	65781006	115H22M13H	64	22	75679809	65781027
SRR12625674.10042076	65576161	16	65576161	12S115M23S	2048	65575022	24M126H	115	24	65576276	65575045
SRR12625674.10046360	63834247	16	63834275	108M42S	2064	1278219	122H23M5H	108	23	63834383	1278241
SRR12625674.10047982	17734874	0	17734889	29M121S	2048	11757240	26H22M102H	29	22	17734918	11757261
SRR12625674.1005547	17734913	0	17734884	31M119S	2064	61391253	83H29M38H	31	29	17734915	61391281
SRR12625674.10055910	123512232	16	123512304	95M55S	2048	123612027	55M95H	95	55	123512399	123612081
SRR12625674.10056615	64844640	0	64844625	55M95S	2064	113104208	44H22M84H	55	22	64844680	113104229
SRR12625674.10060589	5225583	16	5225674	110M40S	2048	5227101	42M108H	110	42	5225784	5227142
SRR12625674.10064359	61130186	16	61130204	113M37S	2048	61161644	38M112H	113	38	61130317	61161681
SRR12625674.10064687	5234308	16	5234321	113M37S	2048	27344958	39M111H	113	39	5234434	27344996
SRR12625674.10065521	5226636	0	5227072	84M66S	2064	5226698	67M83H	84	67	5227156	5226764
SRR12625674.10066011	61810128	16	61810170	85M65S	2048	65576153	65M85H	85	65	61810255	65576217
SRR12625674.10071901	5226959	2064	5226921	108H30M12H	272	5234333	108H30M12H	30	30	5226951	5234362
SRR12625674.10074754	70790262	16	70790299	116M34S	2048	70834490	34M116H	116	34	70790415	70834523
SRR12625674.10076771	4027927	16	4027938	112M38S	2048	5227060	39M111H	112	39	4028050	5227098
SRR12625674.10078192	5226956	16	5227008	89M61S	2048	5154689	62M88H	89	62	5227097	5154750
SRR12625674.10079541	909898	16	909898	12S115M23S	2048	5227102	23M127H	115	23	910013	5227124
SRR12625674.10080770	5226559	16	5226654	93M57S	2048	5227041	58M92H	93	58	5226747	5227098
SRR12625674.10083059	3854394	0	5234436	12S88M50S	2064	3854478	52M98H	88	52	5234524	3854529
SRR12625674.10085035	128253855	16	128253888	110M40S	2048	128237362	41M109H	110	41	128253998	128237402
SRR12625674.10087222	5226966	16	5227028	97M53S	2048	5227512	18H37M95H	97	37	5227125	5227548
SRR12625674.10099038	5227102	0	5307831	94M56S	2064	5227219	60M90H	94	60	5307925	5227278
SRR12625674.1009981	5226924	0	2929193	93M57S	2064	5227037	57M93H	93	57	2929286	5227093
SRR12625674.10101219	101127464	16	101127515	116M34S	2048	100985195	34M116H	116	34	101127631	100985228
SRR12625674.10101630	5227158	2048	5226761	41M109H	256	5234175	35M115H	41	35	5226802	5234209
SRR12625674.10105736	33376551	16	33376622	106M44S	2048	33377264	44M106H	106	44	33376728	33377307
SRR12625674.10107864	5234416	0	5233147	108M42S	2064	5234576	43M107H	108	43	5233255	5234618
SRR12625674.10112230	5236027	16	5236086	108M42S	2048	5227141	46M104H	108	46	5236194	5227186
SRR12625674.10112444	65576091	0	65654022	83M67S	2064	65576157	67M83H	83	67	65654105	65576223
SRR12625674.10115005	5227013	16	5227027	114M36S	2048	5225651	37M113H	114	37	5227141	5225687
SRR12625674.10116788	5226936	16	5227024	93M57S	2048	5327595	57M93H	93	57	5227117	5327651
SRR12625674.10119400	76680803	16	76680861	118M32S	2048	76687328	33M117H	118	33	76680979	76687360
SRR12625674.10119623	5234369	16	5234467	63M87S	2064	129642322	98H22M30H	63	22	5234530	129642343
SRR12625674.1012098	65576122	16	65576194	83M67S	2048	65594310	67M83H	83	67	65576277	65594376
SRR12625674.1012140	64834996	0	64834994	24M126S	2048	14090822	23H22M105H	24	22	64835018	14090843
SRR12625674.10126852	76680823	16	76680842	116M34S	2048	67225338	34M116H	116	34	76680958	67225371
SRR12625674.10128361	108122301	16	108122332	99M51S	2048	108121514	51M99H	99	51	108122431	108121564
SRR12625674.10131480	111540739	0	111540746	116M34S	2048	111561076	115H26M9H	116	26	111540862	111561101
SRR12625674.10131936	108121387	0	108116234	109M41S	2064	108121496	42M108H	109	42	108116343	108121537
SRR12625674.10132070	63764208	16	63764261	86M64S	2048	57778844	64M86H	86	64	63764347	57778907
SRR12625674.10132811	5220026	16	5220118	91M59S	2048	5227082	62M88H	91	62	5220209	5227143
SRR12625674.10132821	5227413	16	5227442	97M53S	2048	5227067	53M97H	97	53	5227539	5227119
SRR12625674.10132938	5227132	16	5227169	105M45S	256	112205317	24M126H	105	24	5227274	112205340
SRR12625674.10133661	76680839	0	7809251	92M58S	2064	76680919	58M92H	92	58	7809343	76680976
SRR12625674.10134172	5227033	16	5227080	98M52S	2048	5225549	52M98H	98	52	5227178	5225600
SRR12625674.10134270	5227051	16	5227105	98M52S	2048	5227852	52M98H	98	52	5227203	5227903
SRR12625674.10138887	5321251	16	5321414	89M61S	2048	5227073	62M88H	89	62	5321503	5227134
SRR12625674.10141298	5226984	16	5227069	88M62S	2048	9064486	4H23M123H	88	23	5227157	9064508
SRR12625674.10146495	5227011	16	5227084	100M50S	2048	5237384	37M113H	100	37	5227184	5237420
SRR12625674.10155593	5227071	16	5227096	112M38S	2048	6571120	38M112H	112	38	5227208	6571157
SRR12625674.10156384	75451721	16	75451769	105M45S	2048	75525849	45M105H	105	45	75451874	75525893
SRR12625674.1015825	5292565	16	5292631	80M70S	2064	5227101	79H69M2H	80	69	5292711	5227169
SRR12625674.10160741	6612211	16	6612228	104M46S	2048	6612731	48M102H	104	48	6612332	6612778
SRR12625674.10164212	76680823	16	76680879	109M41S	2048	76458275	42M108H	109	42	76680988	76458316
