0	1	2	3	4	5	6	7	8	9	10	11
SRR12625672.10000404	142012174	0	133611180	114M36S	2064	142012269	37M113H	114	37	133611294	142012305
SRR12625672.1000668	10439795	16	10439922	111M39S	2048	10441836	39M111H	111	39	10440033	10441874
SRR12625672.10006866	176537738	16	176537778	111M39S	2048	176537387	39M111H	111	39	176537889	176537425
SRR12625672.10006875	139658292	16	139658361	97M53S	2048	139661146	53M97H	97	53	139658458	139661198
SRR12625672.10006915	135930425	16	135930471	82M68S	2048	135927654	68M82H	82	68	135930553	135927721
SRR12625672.10015402	10760997	16	10761058	107M43S	2048	10760475	43M107H	107	43	10761165	10760517
SRR12625672.10015600	171616226	0	171616243	17S93M40S	2048	101513144	113H24M13H	93	24	171616336	101513167
SRR12625672.10021169	52802688	16	52802715	102M48S	2048	52799994	50M100H	102	50	52802817	52800043
SRR12625672.10029917	177455311	16	177455356	114M36S	2048	177491559	36M114H	114	36	177455470	177491594
SRR12625672.10033355	177403667	16	177403741	89M61S	2048	177455366	3H58M89H	89	58	177403830	177455423
SRR12625672.1003591	12278920	16	12278942	112M38S	2048	10441836	39M111H	112	39	12279054	10441874
SRR12625672.10036377	135033529	16	135033568	83M67S	2064	135033089	76H39M35H	83	39	135033651	135033127
SRR12625672.10040248	1521289	16	1521335	99M51S	2048	1523921	51M99H	99	51	1521434	1523971
SRR12625672.10042460	10757646	16	10757675	90M60S	2048	10761079	60M90H	90	60	10757765	10761138
SRR12625672.10043034	10432225	16	10432283	108M42S	2048	10441836	42M108H	108	42	10432391	10441877
SRR12625672.10052365	134648547	16	134648597	88M62S	2064	10441829	86H46M18H	88	46	134648685	10441874
SRR12625672.1005558	1523829	16	1523917	48M102S	256	46407279	44H25M81H	48	25	1523965	46407303
SRR12625672.10055907	139712891	16	139712954	81M69S	2048	139710768	69M81H	81	69	139713035	139710836
SRR12625672.1005872	139671213	0	139668459	110M40S	2064	139671305	41M109H	110	41	139668569	139671345
SRR12625672.10059426	1523851	16	1523889	95M55S	2048	3774937	55M95H	95	55	1523984	3774991
SRR12625672.10066055	10441779	16	10441846	85M65S	2048	10355206	68M82H	85	68	10441931	10355273
SRR12625672.10067725	43272337	16	43272378	111M39S	2048	10441836	39M111H	111	39	43272489	10441874
SRR12625672.1007853	10855489	16	10855643	112M38S	2048	10441835	38M112H	112	38	10855755	10441872
SRR12625672.10082385	79235893	16	79235893	3S119M28S	2048	113076310	29M121H	119	29	79236012	113076338
SRR12625672.10084721	73451305	0	73999897	96M54S	2064	73451397	56M94H	96	56	73999993	73451452
SRR12625672.1008673	10260109	16	10260153	80M70S	2048	10441821	13H57M80H	80	57	10260233	10441877
SRR12625672.10091098	40797786	16	40797837	77M73S	256	175501092	60M90H	77	60	40797914	175501151
SRR12625672.1009201	160083516	16	160083621	73M77S	2048	157266061	14H63M73H	73	63	160083694	157266123
SRR12625672.10097800	10441802	16	10441831	98M52S	2048	10439942	42M108H	98	42	10441929	10439983
SRR12625672.10102633	1523894	16	1523929	98M52S	2048	1788808	53M97H	98	53	1524027	1788860
SRR12625672.10103156	177455374	0	177386705	91M59S	2064	177455478	60M90H	91	60	177386796	177455537
SRR12625672.10105494	9649695	16	9649748	97M53S	2048	10441810	53M97H	97	53	9649845	10441862
SRR12625672.10124619	173167822	0	173167813	38S100M12S	2048	173168161	38M112H	100	38	173167913	173168198
SRR12625672.10126352	33066574	0	33065848	64M86S	2048	33066297	64H24M62H	64	24	33065912	33066320
SRR12625672.10138502	75238560	16	75238569	113M37S	2048	75236935	37M113H	113	37	75238682	75236971
SRR12625672.1014068	52798411	16	52798428	116M34S	2048	52800000	36M114H	116	36	52798544	52800035
SRR12625672.10140982	108651180	16	108651192	110M40S	2048	10441834	41M109H	110	41	108651302	10441874
SRR12625672.10145376	38933354	16	38933422	111M39S	2048	10441835	40M110H	111	40	38933533	10441874
SRR12625672.10166082	171388394	16	171388452	98M52S	2048	171387865	33M117H	98	33	171388550	171387897
SRR12625672.10171320	5240828	16	5240864	88M62S	2048	5240222	23M127H	88	23	5240952	5240244
SRR12625672.10175837	10441725	16	10441768	107M43S	2048	7867011	44M106H	107	44	10441875	7867054
SRR12625672.10179965	130672406	16	130672435	100M50S	2048	171387613	51M99H	100	51	130672535	171387663
SRR12625672.10184372	40992824	16	40992899	50M100S	272	9868278	7H34M109H	50	34	40992949	9868311
SRR12625672.10185761	171395136	16	171395160	106M44S	2048	171387620	44M106H	106	44	171395266	171387663
SRR12625672.10187924	138488549	16	10441836	55S73M22S	2064	138488662	55M95H	73	55	10441909	138488716
SRR12625672.10189395	39603096	16	39603126	109M41S	2048	52800000	41M109H	109	41	39603235	52800040
SRR12625672.10193408	96936229	0	96935977	66M84S	2064	96936341	47H39M64H	66	39	96936043	96936379
SRR12625672.10198037	9244642	16	9244749	93M57S	2048	9214194	58M92H	93	58	9244842	9214251
SRR12625672.10200064	62306382	0	62306354	34M116S	2064	61332813	41H22M87H	34	22	62306388	61332834
SRR12625672.10201667	177455340	16	177455399	85M65S	2048	177386687	66M84H	85	66	177455484	177386752
SRR12625672.10207439	176596714	16	176596762	102M48S	2048	176416630	48M102H	102	48	176596864	176416677
SRR12625672.10210058	135033042	16	135033082	107M43S	2048	135033610	43M107H	107	43	135033189	135033652
SRR12625672.1021030	10224033	0	10761053	76M74S	2064	10224082	75M75H	76	75	10761129	10224156
SRR12625672.10211918	157266015	16	157266193	36M114S	2064	146941853	91H24M35H	36	24	157266229	146941876
SRR12625672.10219847	36441923	16	36442003	89M61S	2048	10441835	61M89H	89	61	36442092	10441895
SRR12625672.10222386	10441981	0	10441834	105S41M4S	2064	38902550	100H24M26H	41	24	10441875	38902573
SRR12625672.1023097	126777695	16	126777816	30M120S	2064	131662036	61H25M64H	30	25	126777846	131662060
SRR12625672.10248610	139668449	16	139668499	100M50S	2048	139669278	50M100H	100	50	139668599	139669327
SRR12625672.10254664	133611185	16	133611261	86M64S	2048	174469304	65M85H	86	65	133611347	174469368
SRR12625672.10256406	10761036	16	10761133	104M46S	2048	26553614	46M104H	104	46	10761237	26553659
SRR12625672.10265740	126473430	16	126473446	117M33S	2048	126777789	34M116H	117	34	126473563	126777822
SRR12625672.10266771	171488799	16	171488864	90M60S	2048	164452311	61M89H	90	61	171488954	164452371
SRR12625672.10268069	79235809	0	79233759	97M53S	2064	79235957	53M97H	97	53	79233856	79236009
SRR12625672.10275898	10441738	0	10632423	96M54S	2064	10441824	54M96H	96	54	10632519	10441877
SRR12625672.10277601	65034943	16	65034989	103M47S	2048	65034171	47M103H	103	47	65035092	65034217
SRR12625672.10279593	173104471	16	173104589	37M113S	256	180671502	113H29M8H	37	29	173104626	180671530
SRR12625672.10282967	126777609	16	126777716	99M51S	2048	146120987	54M96H	99	54	126777815	146121040
SRR12625672.10287722	177600003	16	177600048	102M48S	2048	177595958	53M97H	102	53	177600150	177596010
SRR12625672.10294892	10528551	16	10528594	112M38S	2048	10441836	39M111H	112	39	10528706	10441874
SRR12625672.10295616	127294385	16	127294460	67M83S	2064	126777214	67H44M39H	67	44	127294527	126777257
SRR12625672.10302137	35097548	16	35097650	62M88S	2048	6713647	48H41M61H	62	41	35097712	6713687
SRR12625672.10302913	14612039	16	14612367	79M71S	2048	14614487	72M78H	79	72	14612446	14614558
SRR12625672.10304733	79689824	16	79689874	111M39S	2048	79689072	39M111H	111	39	79689985	79689110
SRR12625672.10319660	1523770	2064	1523954	30M120H	272	49661137	76H26M48H	30	26	1523984	49661162
SRR12625672.10321119	171488795	16	171488851	93M57S	2048	170281133	41M109H	93	41	171488944	170281173
SRR12625672.10323040	171488689	0	149413836	86M64S	2064	171488775	65M85H	86	65	149413922	171488839
SRR12625672.1032813	10339114	0	10441836	77M73S	2064	10339197	73M77H	77	73	10441913	10339269
SRR12625672.10328746	157265911	16	157266093	91S31M28S	2048	157267715	29M121H	31	29	157266124	157267743
SRR12625672.10329002	10441740	16	10441823	116M34S	2048	10519148	34M116H	116	34	10441939	10519181
SRR12625672.10332030	10588608	16	10588646	91M59S	2048	10441836	58M92H	91	58	10588737	10441893
SRR12625672.10334352	126777698	16	126777710	105M45S	2048	149515682	47M103H	105	47	126777815	149515728
SRR12625672.10335815	10441800	0	10444172	80M70S	2064	10441858	72M78H	80	72	10444252	10441929
SRR12625672.10336660	131447824	16	131447863	83M67S	2048	171488877	68M82H	83	68	131447946	171488944
SRR12625672.10337898	10534766	16	10534785	108M42S	2048	10441836	42M108H	108	42	10534893	10441877
SRR12625672.10339901	177455321	16	177455350	100M50S	2048	177412687	50M100H	100	50	177455450	177412736
SRR12625672.10362788	29799893	0	29799696	101S28M21S	2064	29800029	22M128H	28	22	29799724	29800050
SRR12625672.10364484	734933	16	734950	106M44S	272	826362	106M44H	106	106	735056	826467
SRR12625672.10369155	10259386	0	10441834	80M70S	2064	10259461	70M80H	80	70	10441914	10259530
SRR12625672.10380516	19795048	16	19795087	107M43S	2048	23757191	20H23M107H	107	23	19795194	23757213
